"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","秋月","日前宮","3",40000000,"300000","","440",91000,"長方形","13.0","","","","","事務所","西","県道",7.2,"第２種住居地域",60,200,"2020年第３四半期","",""
2,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","秋月","日前宮","3",44000000,"280000","","510",86000,"ほぼ長方形","15.0","","","","","","西","県道",6.0,"第２種住居地域",60,200,"2020年第３四半期","",""
3,"宅地(土地と建物)","住宅地","30201","和歌山県","和歌山市","秋月","日前宮","8",42000000,"","","135",,"不整形","14.8","95","令和2年","軽量鉄骨造","住宅","住宅","北","私道",6.0,"準住居地域",60,200,"2020年第３四半期","",""
4,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","秋月","和歌山","19",28000000,"380000","","240",110000,"ほぼ台形","20.0","","","","","住宅","東","私道",6.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
5,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","有家","神前(和歌山)","14",13000000,"390000","","110",120000,"ほぼ長方形","10.0","","","","","住宅","南","道路",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
6,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","有家","日前宮","11",11000000,"180000","","210",53000,"不整形","14.0","","","","","住宅","東","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
7,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","有家","日前宮","10",12000000,"280000","","135",85000,"ほぼ正方形","12.0","","","","","","西","道路",5.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
8,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","有家","日前宮","14",13000000,"310000","","140",94000,"ほぼ整形","10.4","","","","","住宅","南","私道",6.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
9,"宅地(土地と建物)","住宅地","30201","和歌山県","和歌山市","有本","紀伊中ノ島","29",3200000,"","","110",,"不整形","11.0","85","昭和61年","木造","住宅","","南","私道",5.0,"第１種住居地域",60,200,"2020年第３四半期","",""
10,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","有本","紀伊中ノ島","21",8400000,"140000","","200",42000,"ほぼ台形","13.0","","","","","","北","市道",3.8,"第１種住居地域",60,200,"2020年第３四半期","",""
11,"宅地(土地と建物)","住宅地","30201","和歌山県","和歌山市","市小路","紀ノ川","",720000,"","","65",,"ほぼ長方形","6.8","115","昭和54年","鉄骨造","住宅、店舗","その他","南","県道",4.5,"第１種住居地域",60,200,"2020年第３四半期","",""
12,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","市小路","紀ノ川","3",8000000,"200000","","130",60000,"ほぼ整形","9.0","","","","","住宅","西","私道",5.0,"第１種住居地域",60,200,"2020年第３四半期","",""
13,"宅地(土地)","住宅地","30201","和歌山県","和歌山市","市小路","紀ノ川","4",2400000,"69000","","115",21000,"長方形","10.3","","","","","","北西","私道",4.0,"第１種住居地域",60,200,"2020年第３四半期","","隣地の購入"
