"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","商業地","34101","広島県","広島市中区","榎町","広島","30分?60分",40000000,"","","60",,"ほぼ正方形","7.5","185","","ＲＣ","住宅、事務所、駐車場","住宅","南西","市道",6.0,"商業地域",80,400,"2020年第３四半期","","隣地の購入"
2,"中古マンション等","","34101","広島県","広島市中区","江波本町","広島","1H?1H30",24000000,"","３ＬＤＫ","65",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
3,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",39000000,"","","125",,"長方形","9.2","105","令和2年","木造","住宅","住宅","南西","私道",6.0,"工業地域",60,200,"2020年第３四半期","",""
4,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",11000000,"","","80",,"ほぼ台形","10.5","60","昭和33年","木造","住宅、店舗","住宅","北東","市道",3.9,"第１種住居地域",60,200,"2020年第３四半期","",""
5,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",38000000,"","","130",,"ほぼ正方形","11.2","105","令和2年","木造","住宅","住宅","北西","市道",6.0,"工業地域",60,200,"2020年第３四半期","",""
6,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",39000000,"","","125",,"長方形","6.7","100","令和2年","木造","住宅","住宅","南東","市道",6.0,"工業地域",60,200,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",38000000,"","","115",,"ほぼ長方形","10.2","105","令和2年","木造","住宅","住宅","北西","市道",5.5,"工業地域",60,200,"2020年第３四半期","",""
8,"中古マンション等","","34101","広島県","広島市中区","加古町","広島","30分?60分",22000000,"","オープンフロア","110",,"","","","昭和61年","ＳＲＣ","店舗","事務所","","",,"近隣商業地域",80,400,"2020年第３四半期","改装済",""
9,"中古マンション等","","34101","広島県","広島市中区","上八丁堀","広島","16",39000000,"","３ＬＤＫ","75",,"","","","平成7年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,500,"2020年第３四半期","改装済",""
10,"宅地(土地)","商業地","34101","広島県","広島市中区","小網町","広島","30分?60分",110000000,"1800000","","200",560000,"ほぼ長方形","8.0","","","","","その他","東","市道",36.0,"商業地域",80,600,"2020年第３四半期","",""
