"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"中古マンション等","","32201","島根県","松江市","上乃木","乃木","28",25000000,"","３ＬＤＫ","75",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
2,"宅地(土地と建物)","住宅地","32201","島根県","松江市","上乃木","松江","30分?60分",34000000,"","","170",,"ほぼ台形","13.0","90","令和2年","","住宅","住宅","北西","市道",4.0,"第１種住居地域",60,200,"2020年第３四半期","",""
3,"宅地(土地)","住宅地","32201","島根県","松江市","上乃木","松江","24",11000000,"210000","","170",64000,"ほぼ長方形","8.9","","","","","住宅","北東","市道",5.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
4,"農地","","32201","島根県","松江市","朝酌町","","",210000,"","","130",,"","","","","","","","","",,"",,,"2020年第３四半期","",""
5,"農地","","32201","島根県","松江市","朝酌町","","",320000,"","","200",,"","","","","","","","","",,"",,,"2020年第３四半期","",""
6,"農地","","32201","島根県","松江市","意宇町","","",500000,"","","3000",,"","","","","","","","","",,"",,,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","32201","島根県","松江市","石橋町","松江","30分?60分",3000000,"","","120",,"不整形","11.5","140","昭和43年","木造","住宅","住宅","接面道路無","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
8,"宅地(土地)","住宅地","32201","島根県","松江市","石橋町","松江","30分?60分",2000000,"130000","","50",40000,"ほぼ長方形","4.0","","","","","その他","南西","市道",2.4,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
9,"宅地(土地と建物)","住宅地","32201","島根県","松江市","一の谷町","松江","30分?60分",3800000,"","","130",,"長方形","7.8","45","昭和50年","木造","住宅","その他","西","市道",4.5,"第１種住居地域",60,200,"2020年第３四半期","",""
10,"宅地(土地と建物)","住宅地","32201","島根県","松江市","内中原町","松江","30分?60分",9000000,"","","120",,"長方形","9.0","50","昭和37年","木造","住宅","住宅","東","市道",4.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
