"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"中古マンション等","","35201","山口県","下関市","秋根上町","新下関","13",13000000,"","４ＬＤＫ","70",,"","","","平成7年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
2,"宅地(土地)","住宅地","35201","山口県","下関市","秋根新町","新下関","11",16000000,"300000","","170",90000,"ほぼ長方形","11.0","","","","","住宅","西","市道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
3,"中古マンション等","","35201","山口県","下関市","秋根西町","新下関","6",24000000,"","３ＬＤＫ","70",,"","","","平成13年","ＲＣ","","","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
4,"中古マンション等","","35201","山口県","下関市","秋根南町","新下関","2",5800000,"","３ＬＤＫ","75",,"","","","昭和55年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2020年第３四半期","未改装",""
5,"宅地(土地と建物)","住宅地","35201","山口県","下関市","阿弥陀寺町","下関","30分?60分",4100000,"","","190",,"ほぼ長方形","","40","昭和25年","木造","住宅","住宅","南","市道",2.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
6,"宅地(土地)","住宅地","35201","山口県","下関市","大字綾羅木","梶栗郷台地","14",10000000,"160000","","210",48000,"ほぼ長方形","16.0","","","","","住宅","北","市道",5.0,"市街化調整区域",70,200,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","35201","山口県","下関市","大字綾羅木","梶栗郷台地","14",40000000,"","","380",,"ほぼ長方形","15.0","155","令和2年","木造","住宅","住宅","北","市道",4.0,"市街化調整区域",70,200,"2020年第３四半期","",""
8,"宅地(土地と建物)","住宅地","35201","山口県","下関市","綾羅木南町","綾羅木","12",7000000,"","","280",,"不整形","14.0","115","昭和51年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
9,"宅地(土地)","住宅地","35201","山口県","下関市","大字有冨","新下関","23",41000000,"210000","","640",65000,"ほぼ長方形","32.0","","","","","住宅","東","道路",6.0,"市街化調整区域",70,200,"2020年第３四半期","",""
10,"宅地(土地と建物)","住宅地","35201","山口県","下関市","大字伊倉","新下関","16",42000000,"","","210",,"ほぼ整形","","","","","","住宅","南西","道路",5.0,"市街化調整区域",,,"2020年第３四半期","",""
11,"宅地(土地)","住宅地","35201","山口県","下関市","伊倉町","綾羅木","14",16000000,"230000","","220",69000,"長方形","15.0","","","","","住宅","北東","市道",4.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
12,"中古マンション等","","35201","山口県","下関市","一の宮住吉","新下関","19",20000000,"","２ＬＤＫ","90",,"","","","平成17年","ＳＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","",""
13,"宅地(土地と建物)","住宅地","35201","山口県","下関市","後田町","幡生","23",2100000,"","","380",,"不整形","25.0","150","","木造","住宅","事務所","東","市道",6.5,"第１種住居地域",60,200,"2020年第３四半期","",""
14,"宅地(土地)","住宅地","35201","山口県","下関市","後田町","幡生","12",12000000,"180000","","210",55000,"ほぼ長方形","","","","","","住宅","北","道路",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
15,"宅地(土地)","住宅地","35201","山口県","下関市","後田町","幡生","16",4600000,"120000","","125",37000,"ほぼ長方形","10.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2020年第３四半期","",""
16,"宅地(土地)","住宅地","35201","山口県","下関市","後田町","幡生","30分?60分",13000000,"200000","","200",61000,"ほぼ台形","7.0","","","","","住宅","東","私道",4.0,"第１種住居地域",60,200,"2020年第３四半期","",""
17,"宅地(土地と建物)","住宅地","35201","山口県","下関市","後田町","幡生","19",29000000,"","","180",,"ほぼ台形","7.0","115","平成29年","木造","住宅","住宅","南東","私道",5.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
18,"宅地(土地)","住宅地","35201","山口県","下関市","大字内日下","新下関","2H?",1700000,"20000","","280",6000,"ほぼ台形","19.5","","","","","住宅","南東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",70,200,"2020年第３四半期","",""
19,"宅地(土地)","住宅地","35201","山口県","下関市","王喜本町","小月","24",540000,"17000","","105",5000,"不整形","","","","","","","南","市道",4.0,"準工業地域",60,200,"2020年第３四半期","",""
20,"宅地(土地)","住宅地","35201","山口県","下関市","王司上町","長府","30分?60分",8900000,"160000","","180",50000,"台形","13.0","","","","","住宅","南西","私道",6.0,"市街化調整区域",70,200,"2020年第３四半期","",""
21,"宅地(土地)","宅地見込地","35201","山口県","下関市","王司神田","小月","30分?60分",520000,"6400","","270",1900,"ほぼ長方形","15.0","","","","","住宅","東","市道",66.0,"市街化調整区域",70,200,"2020年第３四半期","",""
