"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","出雲路松ノ下町","北大路","4",39000000,"","","90",,"ほぼ整形","10.2","80","平成16年","木造","住宅","住宅","北東","市道",2.2,"第１種低層住居専用地域",60,100,"2020年第３四半期","",""
2,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大北山原谷乾町","北大路","30分?60分",3000000,"","","100",,"ほぼ長方形","7.0","65","昭和51年","木造","住宅","倉庫","西","市道",5.0,"準工業地域",60,200,"2020年第３四半期","",""
3,"中古マンション等","","26101","京都府","京都市北区","大北山原谷乾町","北大路","1H?1H30",5300000,"","３ＬＤＫ","55",,"","","","平成5年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
4,"宅地(土地)","住宅地","26101","京都府","京都市北区","大宮北ノ岸町","北大路","20",190000000,"1000000","","590",320000,"ほぼ台形","23.0","","","","","店舗","北東","府道",8.0,"第１種中高層住居専用地域",40,200,"2020年第３四半期","",""
5,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮西野山町","北大路","29",40000000,"","","105",,"袋地等","3.0","95","令和3年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",60,100,"2020年第３四半期","",""
6,"宅地(土地)","住宅地","26101","京都府","京都市北区","大宮西脇台町","北大路","28",38000000,"890000","","140",270000,"長方形","7.3","","","","","住宅","南","市道",5.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮西脇台町","北大路","28",21000000,"","","70",,"長方形","5.0","70","昭和56年","木造","住宅","住宅","東","市道",5.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
8,"宅地(土地)","住宅地","26101","京都府","京都市北区","大宮開町","北大路","29",23000000,"930000","","80",280000,"ほぼ長方形","5.8","","","","","住宅","東","市道",5.8,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
9,"中古マンション等","","26101","京都府","京都市北区","大宮開町","北大路","28",8300000,"","１ＬＤＫ","35",,"","","","昭和49年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
10,"中古マンション等","","26101","京都府","京都市北区","大宮開町","北大路","28",6200000,"","２ＤＫ","35",,"","","","昭和49年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
11,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","上賀茂葵田町","二軒茶屋(京都)","14",13000000,"","","75",,"長方形","7.4","55","昭和50年","木造","住宅、店舗","事務所","南東","市道",8.6,"第１種住居地域",60,200,"2020年第３四半期","",""
12,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","上賀茂荒草町","北山(京都)","12",94000000,"","","140",,"長方形","6.5","105","令和2年","","","","北","市道",6.0,"第１種低層住居専用地域",50,80,"2020年第３四半期","",""
13,"宅地(土地)","住宅地","26101","京都府","京都市北区","上賀茂今井河原町","北山(京都)","8",60000000,"1700000","","115",520000,"ほぼ長方形","9.5","","","","","住宅","南西","私道",5.0,"第１種住居地域",60,300,"2020年第３四半期","",""
14,"宅地(土地)","住宅地","26101","京都府","京都市北区","上賀茂今井河原町","北山(京都)","9",53000000,"1100000","","150",350000,"ほぼ長方形","7.1","","","","","住宅","北東","市道",8.1,"第１種低層住居専用地域",50,80,"2020年第３四半期","",""
