"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","青柳町","群馬総社","1H?1H30",14000000,"","","165",,"ほぼ長方形","12.2","100","平成25年","木造","住宅","住宅","北","市道",5.3,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
2,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","青柳町","前橋","30分?60分",24000000,"","","280",,"不整形","","105","令和2年","木造","住宅","住宅","北東","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
3,"宅地(土地)","商業地","10201","群馬県","前橋市","朝倉町","前橋","30分?60分",26000000,"180000","","480",54000,"ほぼ長方形","20.0","","","","","","西","市道",12.0,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
4,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝倉町","前橋大島","26",1500000,"130000","","40",41000,"ほぼ整形","31.0","","","","","その他","北","市道",5.0,"市街化調整区域",70,200,"2020年第３四半期","",""
5,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝倉町","前橋大島","30分?60分",5000000,"130000","","125",40000,"ほぼ整形","8.0","","","","","その他","西","市道",6.0,"市街化調整区域",70,200,"2020年第３四半期","",""
6,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝日が丘町","新前橋","29",8800000,"220000","","130",67000,"長方形","8.0","","","","","その他","東","市道",4.0,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋","30分?60分",18000000,"","","180",,"不整形","6.0","105","令和2年","木造","住宅","住宅","南西","市道",4.2,"準工業地域",60,200,"2020年第３四半期","",""
8,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋大島","19",21000000,"","","190",,"長方形","15.5","105","令和2年","木造","住宅","住宅","東","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
9,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋大島","12",28000000,"","","185",,"長方形","14.5","115","令和2年","木造","住宅","住宅","西","市道",6.0,"準工業地域",60,200,"2020年第３四半期","",""
10,"宅地(土地)","工業地","10201","群馬県","前橋市","天川大島町","前橋大島","6",33000000,"99000","","1100",30000,"ほぼ整形","22.0","","","","","その他","南西","市道",8.0,"工業地域",60,200,"2020年第３四半期","",""
11,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋大島","16",22000000,"","","180",,"長方形","10.5","110","令和2年","木造","住宅","住宅","西","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
