"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","06201","山形県","山形市","あかねケ丘","山形","26",28000000,"260000","","350",79000,"ほぼ正方形","18.0","","","","","","南","市道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
2,"宅地(土地)","住宅地","06201","山形県","山形市","荒楯町","山形","30分?60分",13000000,"250000","","170",76000,"ほぼ長方形","8.0","","","","","住宅","北","市道",6.0,"第２種低層住居専用地域",60,150,"2020年第３四半期","",""
3,"宅地(土地)","住宅地","06201","山形県","山形市","飯田西","山形","30分?60分",13000000,"210000","","210",63000,"台形","11.4","","","","","住宅","南","市道",9.0,"第２種住居地域",60,200,"2020年第３四半期","",""
4,"宅地(土地)","住宅地","06201","山形県","山形市","泉町","北山形","23",11000000,"220000","","170",65000,"台形","8.0","","","","","倉庫","南東","市道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
5,"宅地(土地)","住宅地","06201","山形県","山形市","五日町","山形","10",16000000,"250000","","210",76000,"長方形","12.5","","","","","その他","東","市道",4.5,"第１種住居地域",60,200,"2020年第３四半期","",""
6,"宅地(土地と建物)","住宅地","06201","山形県","山形市","印役町","北山形","26",17000000,"","","230",,"ほぼ長方形","21.5","160","平成3年","軽量鉄骨造","共同住宅","住宅","北","市道",4.5,"第１種住居地域",60,200,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","06201","山形県","山形市","大字漆山","漆山","9",32000000,"","","260",,"ほぼ台形","16.5","120","令和2年","","住宅","住宅","西","私道",5.0,"市街化調整区域",70,200,"2020年第３四半期","",""
8,"宅地(土地と建物)","住宅地","06201","山形県","山形市","大字漆山","漆山","12",23000000,"","","210",,"ほぼ台形","22.0","110","令和2年","木造","住宅","住宅","北","市道",15.0,"市街化調整区域",70,200,"2020年第３四半期","",""
9,"宅地(土地と建物)","工業地","06201","山形県","山形市","大字漆山","漆山","13",17000000,"","","630",,"ほぼ整形","","300","平成10年","木造","事務所、倉庫","","北","市道",7.0,"工業地域",60,200,"2020年第３四半期","",""
10,"宅地(土地)","住宅地","06201","山形県","山形市","上町","山形","16",35000000,"320000","","370",95000,"ほぼ正方形","20.0","","","","","住宅","南","市道",12.0,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
