"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","青山","南草津","30分?60分",30000000,"","","220",,"長方形","13.4","135","平成3年","木造","住宅","住宅","北","市道",10.5,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
2,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","青山","南草津","30分?60分",21000000,"","","190",,"ほぼ長方形","13.0","115","平成2年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
3,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","青山","南草津","30分?60分",48000000,"","","190",,"ほぼ正方形","13.0","105","平成27年","木造","住宅","住宅","西","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
4,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","赤尾町","石山寺","30分?60分",3500000,"","","100",,"袋地等","","60","昭和57年","木造","住宅","その他","北","道路",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
5,"中古マンション等","","25201","滋賀県","大津市","秋葉台","膳所","15",5300000,"","４ＬＤＫ","80",,"","","","平成5年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2020年第３四半期","未改装",""
6,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","朝日","小野(滋賀)","19",5000000,"","","190",,"長方形","14.5","110","昭和57年","ＲＣ","住宅","住宅","東","市道",5.5,"第１種低層住居専用地域",50,80,"2020年第３四半期","",""
7,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","朝日が丘","大津","7",40000000,"","","140",,"ほぼ長方形","7.0","110","平成22年","木造","住宅","住宅","西","市道",7.0,"第１種住居地域",60,200,"2020年第３四半期","",""
8,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","穴太","唐崎","8",21000000,"","","120",,"ほぼ長方形","","95","令和2年","木造","住宅","住宅","北","道路",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
9,"宅地(土地)","住宅地","25201","滋賀県","大津市","荒川","志賀","6",5000000,"83000","","200",25000,"不整形","3.0","","","","","","北東","市道",7.8,"第１種住居地域",60,200,"2020年第３四半期","",""
10,"中古マンション等","","25201","滋賀県","大津市","荒川","志賀","12",3700000,"","１ＬＤＫ","45",,"","","","","","住宅","住宅","","",,"市街化調整区域",,,"2020年第３四半期","未改装",""
11,"中古マンション等","","25201","滋賀県","大津市","荒川","志賀","12",6000000,"","１ＬＤＫ","50",,"","","","","","住宅","その他","","",,"市街化調整区域",,,"2020年第３四半期","未改装",""
12,"宅地(土地)","住宅地","25201","滋賀県","大津市","一里山","瀬田(滋賀)","15",7300000,"350000","","70",110000,"ほぼ長方形","10.1","","","","","住宅","南東","道路",5.5,"第１種住居地域",60,200,"2020年第３四半期","",""
13,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","一里山","瀬田(滋賀)","21",35000000,"","","130",,"ほぼ長方形","8.5","105","令和2年","木造","住宅","住宅","南東","市道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
14,"宅地(土地と建物)","住宅地","25201","滋賀県","大津市","一里山","瀬田(滋賀)","20",12000000,"","","110",,"ほぼ長方形","7.0","90","平成9年","木造","住宅","住宅","北東","市道",5.0,"第１種住居地域",60,200,"2020年第３四半期","",""
