"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","商業地","36201","徳島県","徳島市","安宅","徳島","29",5500000,"340000","","55",100000,"ほぼ整形","12.0","","","","","その他","東","市道",15.0,"商業地域",80,400,"2020年第４四半期","",""
2,"宅地(土地)","住宅地","36201","徳島県","徳島市","安宅","徳島","29",13000000,"250000","","170",77000,"ほぼ整形","7.0","","","","","","東","道路",4.8,"近隣商業地域",80,200,"2020年第４四半期","",""
3,"宅地(土地と建物)","住宅地","36201","徳島県","徳島市","安宅","徳島","27",32000000,"","","210",,"長方形","11.7","440","平成5年","鉄骨造","共同住宅","住宅","東","市道",5.0,"商業地域",80,400,"2020年第４四半期","",""
4,"中古マンション等","","36201","徳島県","徳島市","伊月町","阿波富田","7",18000000,"","３ＬＤＫ","95",,"","","","平成17年","ＲＣ","","住宅","","",,"商業地域",80,400,"2020年第４四半期","未改装","関係者間取引"
5,"宅地(土地)","住宅地","36201","徳島県","徳島市","応神町吉成","吉成","6",5000000,"49000","","330",15000,"不整形","24.5","","","","","事務所","北","市道",5.3,"準工業地域",60,200,"2020年第４四半期","",""
6,"宅地(土地と建物)","住宅地","36201","徳島県","徳島市","応神町吉成","吉成","8",3000000,"","","680",,"不整形","","210","昭和49年","木造","住宅","住宅","南","市道",4.7,"市街化調整区域",70,200,"2020年第４四半期","",""
7,"宅地(土地と建物)","住宅地","36201","徳島県","徳島市","大谷町","地蔵橋","25",2500000,"","","230",,"不整形","13.5","160","平成9年","木造","住宅","住宅","南東","市道",3.8,"市街化調整区域",70,200,"2020年第４四半期","",""
8,"宅地(土地)","住宅地","36201","徳島県","徳島市","大原町","中田(徳島)","28",2500000,"47000","","175",14000,"ほぼ台形","15.2","","","","","住宅","南","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
9,"宅地(土地)","宅地見込地","36201","徳島県","徳島市","大原町","中田(徳島)","28",5300000,"40000","","440",12000,"ほぼ長方形","8.7","","","","","","北西","市道",4.0,"第１種低層住居専用地域",60,100,"2020年第４四半期","",""
10,"宅地(土地)","宅地見込地","36201","徳島県","徳島市","大原町","中田(徳島)","26",24000000,"80000","","980",24000,"ほぼ長方形","33.0","","","","","","南","市道",4.5,"第１種低層住居専用地域",60,200,"2020年第４四半期","",""
