"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","出雲路俵町","鞍馬口","11",7600000,"","","40",,"長方形","3.6","55","昭和56年","ＲＣ","住宅","住宅","東","私道",3.5,"第１種低層住居専用地域",60,100,"2020年第４四半期","","私道を含む取引"
2,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","出雲路俵町","鞍馬口","11",10000000,"","","60",,"ほぼ長方形","4.5","80","昭和56年","ＲＣ","住宅","住宅","東","私道",3.5,"第１種低層住居専用地域",60,100,"2020年第４四半期","","私道を含む取引"
3,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大北山原谷乾町","円町","30分?60分",11000000,"","","280",,"不整形","6.7","195","昭和64年","木造","住宅","住宅","南","私道",2.9,"準工業地域",60,200,"2020年第４四半期","",""
4,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大北山原谷乾町","円町","30分?60分",7700000,"","","145",,"ほぼ長方形","6.6","70","昭和40年","木造","倉庫","事務所","南西","私道",2.8,"準工業地域",60,200,"2020年第４四半期","",""
5,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮上ノ岸町","北大路","21",51000000,"","","110",,"ほぼ長方形","8.0","90","令和3年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",60,100,"2020年第４四半期","",""
6,"宅地(土地)","住宅地","26101","京都府","京都市北区","大宮北林町","北大路","29",65000000,"800000","","270",240000,"長方形","12.0","","","","","住宅","南","市道",6.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
7,"宅地(土地)","宅地見込地","26101","京都府","京都市北区","大宮釈迦谷","北大路","30分?60分",5000000,"16000","","1000",5000,"不整形","13.0","","","","","","西","市道",6.2,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
8,"宅地(土地)","宅地見込地","26101","京都府","京都市北区","大宮釈迦谷","北大路","30分?60分",5000000,"21000","","800",6200,"不整形","29.0","","","","","","接面道路無","",,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
9,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮中総門口町","北大路","29",28000000,"","","220",,"長方形","8.5","220","","木造","共同住宅","住宅","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
10,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮中ノ社町","北大路","29",23000000,"","","60",,"ほぼ長方形","4.6","85","平成13年","木造","住宅、駐車場","住宅","東","市道",6.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
11,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮西野山町","北大路","30分?60分",41000000,"","","100",,"ほぼ長方形","6.5","","令和2年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",60,100,"2020年第４四半期","",""
12,"宅地(土地と建物)","住宅地","26101","京都府","京都市北区","大宮西野山町","北大路","30分?60分",44000000,"","","105",,"長方形","6.5","95","令和2年","木造","住宅","","南","市道",6.0,"第１種低層住居専用地域",60,100,"2020年第４四半期","",""
