"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"中古マンション等","","11101","埼玉県","さいたま市西区","大字植田谷本","大宮(埼玉)","30分?60分",1300000,"","２ＬＤＫ","45",,"","","","昭和47年","ＲＣ","住宅","住宅","","",,"市街化調整区域",60,200,"2020年第４四半期","未改装",""
2,"中古マンション等","","11101","埼玉県","さいたま市西区","大字植田谷本","大宮(埼玉)","30分?60分",1700000,"","２ＬＤＫ","50",,"","","","昭和48年","ＲＣ","","住宅","","",,"市街化調整区域",60,200,"2020年第４四半期","未改装",""
3,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字内野本郷","日進(埼玉)","18",1800000,"90000","","65",27000,"ほぼ長方形","8.9","","","","","住宅","南東","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
4,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字内野本郷","日進(埼玉)","19",23000000,"","","105",,"台形","7.5","95","令和2年","木造","住宅","住宅","南東","市道",10.0,"準住居地域",60,200,"2020年第４四半期","",""
5,"宅地(土地と建物)","商業地","11101","埼玉県","さいたま市西区","大字内野本郷","日進(埼玉)","19",360000000,"","","2000㎡以上",,"ほぼ整形","46.0","710","平成23年","鉄骨造","作業場、倉庫、店舗","","南西","国道",29.5,"準住居地域",60,200,"2020年第４四半期","",""
6,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字内野本郷","日進(埼玉)","21",24000000,"","","120",,"ほぼ台形","12.2","95","令和2年","木造","住宅","住宅","北","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
7,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字内野本郷","宮原","18",18000000,"","","110",,"長方形","8.9","115","平成7年","木造","住宅","住宅","東","市道",4.0,"準住居地域",60,200,"2020年第４四半期","",""
8,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字内野本郷","宮原","25",27000000,"500000","","175",150000,"ほぼ台形","14.2","","","","","","西","市道",6.5,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
9,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","指扇","21",19000000,"440000","","145",130000,"ほぼ長方形","7.0","","","","","住宅","北西","市道",4.0,"準工業地域",60,200,"2020年第４四半期","",""
10,"中古マンション等","","11101","埼玉県","さいたま市西区","大字指扇","指扇","12",15000000,"","２ＬＤＫ","55",,"","","","平成8年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第４四半期","改装済",""
11,"中古マンション等","","11101","埼玉県","さいたま市西区","大字指扇","指扇","12",13000000,"","２ＤＫ＋Ｓ","50",,"","","","平成8年","ＲＣ","","","","",,"第１種中高層住居専用地域",60,200,"2020年第４四半期","改装済",""
12,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","西大宮","10",14000000,"","","170",,"長方形","","50","昭和43年","木造","住宅","住宅","北","私道",3.0,"第１種住居地域",60,200,"2020年第４四半期","",""
13,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","西大宮","16",210000000,"","","1000",,"不整形","15.0","1200","昭和63年","ＲＣ","共同住宅","住宅","北","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
14,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","西大宮","4",99000000,"740000","","440",220000,"長方形","13.0","","","","","","南東","区画街路",14.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
15,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","西大宮","3",28000000,"700000","","130",210000,"長方形","13.0","","","","","住宅","北西","区画街路",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
16,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字指扇","西大宮","16",4800000,"61000","","260",18000,"台形","19.5","","","","","住宅","南","市道",3.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
17,"中古マンション等","","11101","埼玉県","さいたま市西区","大字指扇領別所","指扇","15",15000000,"","３ＬＤＫ","65",,"","","","昭和61年","ＲＣ","","住宅","","",,"市街化調整区域",60,200,"2020年第４四半期","改装済",""
18,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","大宮(埼玉)","30分?60分",24000000,"","","120",,"正方形","11.0","100","令和2年","木造","住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
19,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","大宮(埼玉)","30分?60分",28000000,"","","155",,"不整形","16.5","110","令和2年","木造","住宅","住宅","北西","市道",8.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
20,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","指扇","24",22000000,"","","115",,"不整形","4.5","95","平成23年","木造","住宅","住宅","北東","私道",4.5,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
21,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","指扇","27",27000000,"","","125",,"ほぼ長方形","10.8","110","令和2年","木造","住宅","住宅","南東","市道",88.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
22,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","西大宮","30分?60分",26000000,"","","120",,"ほぼ正方形","10.8","100","令和2年","木造","住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
23,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","西大宮","30分?60分",26000000,"","","105",,"ほぼ台形","6.6","100","平成31年","木造","住宅","","南西","市道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
24,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字佐知川","西大宮","30分?60分",25000000,"","","240",,"不整形","4.0","135","平成10年","木造","住宅","住宅","北東","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
25,"宅地(土地)","商業地","11101","埼玉県","さいたま市西区","大字三条町","大宮(埼玉)","30分?60分",40000000,"120000","","1100",37000,"ほぼ台形","33.7","","","","","工場","北東","県道",10.0,"市街化調整区域",60,200,"2020年第４四半期","",""
26,"宅地(土地)","住宅地","11101","埼玉県","さいたま市西区","大字三条町","大宮(埼玉)","30分?60分",16000000,"52000","","1000",16000,"ほぼ正方形","33.0","","","","","","南","市道",4.0,"市街化調整区域",,,"2020年第４四半期","",""
27,"宅地(土地)","宅地見込地","11101","埼玉県","さいたま市西区","大字島根","大宮(埼玉)","30分?60分",7300000,"50000","","480",15000,"ほぼ台形","22.3","","","","","","南東","市道",5.0,"市街化調整区域",60,200,"2020年第４四半期","",""
28,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字高木","西大宮","26",13000000,"","","240",,"ほぼ長方形","15.2","140","昭和59年","木造","住宅","住宅","西","市道",3.0,"市街化調整区域",,,"2020年第４四半期","",""
29,"宅地(土地と建物)","住宅地","11101","埼玉県","さいたま市西区","大字土屋","指扇","19",5000000,"","","110",,"ほぼ正方形","","85","昭和58年","木造","住宅","住宅","南東","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第４四半期","",""
