"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","青葉町","北仙台","7",33000000,"","","110",,"長方形","","90","平成30年","木造","住宅","住宅","北","私道",4.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
2,"宅地(土地)","住宅地","04101","宮城県","仙台市青葉区","赤坂","愛子","30分?60分",7900000,"100000","","260",30000,"ほぼ台形","17.0","","","","","店舗","北東","市道",16.0,"第１種住居地域",60,200,"2020年第４四半期","",""
3,"宅地(土地)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","12",43000000,"310000","","470",92000,"ほぼ整形","22.5","","","","","住宅","北","市道",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
4,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","12",35000000,"","","165",,"ほぼ長方形","11.5","100","令和2年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
5,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","11",120000000,"","","620",,"ほぼ台形","22.0","180","平成2年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
6,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","6",14000000,"","","130",,"長方形","8.0","125","昭和64年","木造","共同住宅","住宅","東","市道",7.0,"第１種住居地域",60,200,"2020年第４四半期","",""
7,"宅地(土地)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","5",18000000,"310000","","200",93000,"ほぼ長方形","17.9","","","","","住宅","西","私道",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
8,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","5",41000000,"","","165",,"長方形","9.5","105","令和2年","木造","住宅","住宅","北","道路",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
9,"宅地(土地)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","旭ケ丘(宮城)","6",30000000,"420000","","230",130000,"ほぼ長方形","11.8","","","","","","西","市道",8.0,"第１種住居地域",60,200,"2020年第４四半期","",""
10,"宅地(土地と建物)","住宅地","04101","宮城県","仙台市青葉区","旭ケ丘","台原","4",73000000,"","","195",,"ほぼ長方形","13.0","230","令和3年","木造","共同住宅","その他","北東","市道",4.5,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
