"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","旭町","勝山町","6",3400000,"","","45",,"ほぼ長方形","3.8","45","","","","その他","南","市道",1.2,"近隣商業地域",80,300,"2020年第４四半期","",""
2,"宅地(土地)","住宅地","38201","愛媛県","松山市","天山","福音寺","10",30000000,"210000","","470",63000,"ほぼ長方形","20.0","","","","","","南東","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
3,"中古マンション等","","38201","愛媛県","松山市","天山","福音寺","10",1600000,"","１Ｋ","20",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
4,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","安城寺町","伊予和気","29",10000000,"","","135",,"ほぼ整形","","105","平成13年","木造","住宅","住宅","東","私道",4.1,"第１種住居地域",60,200,"2020年第４四半期","","調停・競売等"
5,"宅地(土地)","住宅地","38201","愛媛県","松山市","安城寺町","衣山","30分?60分",9800000,"220000","","150",66000,"長方形","11.2","","","","","住宅","南","市道",4.3,"第１種住居地域",60,200,"2020年第４四半期","",""
6,"宅地(土地)","住宅地","38201","愛媛県","松山市","居相","市坪","28",12000000,"260000","","150",79000,"ほぼ長方形","8.8","","","","","住宅","西","市道",3.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","","私道を含む取引"
7,"宅地(土地)","住宅地","38201","愛媛県","松山市","居相","市坪","30分?60分",19000000,"300000","","210",91000,"正方形","14.5","","","","","","南","市道",5.9,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
8,"中古マンション等","","38201","愛媛県","松山市","居相","福音寺","30分?60分",21000000,"","３ＬＤＫ","80",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
9,"宅地(土地)","住宅地","38201","愛媛県","松山市","生石町","土居田","19",40000000,"280000","","480",83000,"長方形","20.4","","","","","その他","西","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
10,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","生石町","土居田","14",21000000,"","","420",,"ほぼ長方形","15.0","180","昭和41年","木造","住宅","住宅","南","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
11,"宅地(土地)","住宅地","38201","愛媛県","松山市","石手","道後温泉","16",15000000,"270000","","185",82000,"不整形","16.0","","","","","住宅","北西","市道",,"近隣商業地域",80,200,"2020年第４四半期","",""
12,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","石手白石","道後温泉","29",17000000,"","","145",,"不整形","7.9","105","昭和24年","木造","住宅","住宅","北","道路",6.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
13,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","市坪南","市坪","1",31000000,"","","170",,"ほぼ台形","18.3","105","令和2年","木造","住宅","住宅","西","市道",4.3,"第１種住居地域",60,200,"2020年第４四半期","",""
14,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","市坪南","市坪","8",20000000,"","","115",,"ほぼ長方形","13.0","95","平成22年","木造","住宅","住宅","南","私道",4.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
15,"宅地(土地)","住宅地","38201","愛媛県","松山市","和泉北","土橋(愛媛)","21",15000000,"300000","","160",90000,"長方形","10.0","","","","","住宅","西","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
16,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","和泉北","土橋(愛媛)","18",8000000,"","","380",,"不整形","12.0","","","","","その他","北東","私道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
17,"宅地(土地)","住宅地","38201","愛媛県","松山市","和泉北","土橋(愛媛)","16",12000000,"190000","","210",58000,"ほぼ長方形","8.5","","","","","住宅","南東","道路",3.0,"第１種住居地域",60,200,"2020年第４四半期","",""
18,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","和泉北","土橋(愛媛)","20",28000000,"","","185",,"不整形","21.1","100","令和2年","木造","住宅","住宅","南東","道路",4.0,"第１種住居地域",60,200,"2020年第４四半期","","私道を含む取引"
19,"宅地(土地)","住宅地","38201","愛媛県","松山市","和泉南","市坪","29",21000000,"420000","","160",130000,"ほぼ長方形","7.1","","","","","住宅","北","私道",4.3,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
20,"宅地(土地)","住宅地","38201","愛媛県","松山市","和泉南","市坪","29",16000000,"390000","","135",120000,"不整形","9.6","","","","","住宅","東","私道",4.3,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
21,"宅地(土地)","住宅地","38201","愛媛県","松山市","和泉南","市坪","29",24000000,"410000","","190",130000,"ほぼ長方形","9.4","","","","","住宅","西","私道",4.3,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
22,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","和泉南","市坪","16",5000000,"","","115",,"ほぼ長方形","14.5","80","昭和57年","木造","住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
23,"宅地(土地)","宅地見込地","38201","愛媛県","松山市","井門町","市坪","30分?60分",12000000,"45000","","890",14000,"台形","23.0","","","","","","北","県道",10.0,"市街化調整区域",70,200,"2020年第４四半期","",""
24,"宅地(土地)","住宅地","38201","愛媛県","松山市","井門町","いよ立花","30分?60分",9200000,"250000","","120",76000,"ほぼ長方形","9.3","","","","","住宅","南","市道",4.0,"市街化調整区域",70,200,"2020年第４四半期","",""
25,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","井門町","いよ立花","30分?60分",36000000,"","","160",,"ほぼ長方形","11.0","110","令和3年","木造","住宅","住宅","南","道路",4.0,"市街化調整区域",70,200,"2020年第４四半期","",""
26,"宅地(土地)","住宅地","38201","愛媛県","松山市","今在家","北久米","28",13000000,"200000","","220",60000,"長方形","10.3","","","","","住宅","西","私道",4.5,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
27,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","今在家","北久米","24",30000000,"","","135",,"ほぼ整形","5.0","105","令和2年","木造","住宅","住宅","東","私道",,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
28,"宅地(土地)","住宅地","38201","愛媛県","松山市","今在家","北久米","30分?60分",18000000,"280000","","210",86000,"長方形","16.6","","","","","住宅","南","市道",,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
29,"宅地(土地)","住宅地","38201","愛媛県","松山市","今在家","北久米","30分?60分",18000000,"270000","","220",81000,"ほぼ正方形","12.8","","","","","住宅","西","市道",,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
30,"宅地(土地)","住宅地","38201","愛媛県","松山市","今在家","北久米","25",13000000,"350000","","125",100000,"長方形","11.9","","","","","住宅","南","市道",4.3,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
31,"宅地(土地)","住宅地","38201","愛媛県","松山市","祝谷","上一万","29",9800000,"150000","","220",44000,"ほぼ長方形","9.4","","","","","住宅","南","私道",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
32,"宅地(土地)","住宅地","38201","愛媛県","松山市","祝谷","南町","11",16000000,"410000","","130",120000,"不整形","12.0","","","","","住宅","北東","市道",4.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
33,"中古マンション等","","38201","愛媛県","松山市","祝谷東町","道後温泉","12",2200000,"","１Ｋ","20",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第４四半期","未改装",""
34,"宅地(土地と建物)","住宅地","38201","愛媛県","松山市","岩崎町","道後公園","3",42000000,"","","220",,"長方形","12.2","280","平成7年","木造","住宅","住宅","南","市道",4.0,"商業地域",80,400,"2020年第４四半期","",""
35,"宅地(土地)","住宅地","38201","愛媛県","松山市","岩崎町","道後公園","7",38000000,"650000","","195",200000,"ほぼ正方形","13.5","","","","","住宅","西","私道",4.0,"第１種住居地域",60,200,"2020年第４四半期","",""
36,"宅地(土地)","住宅地","38201","愛媛県","松山市","内浜町","三津浜","6",10000000,"150000","","220",45000,"長方形","","","","","","","南","市道",5.7,"第１種住居地域",60,200,"2020年第４四半期","",""
37,"林地","","38201","愛媛県","松山市","恵原町","","",4500000,"","","230",,"","","","","","","","","",,"",,,"2020年第４四半期","",""
