"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"農地","","10201","群馬県","前橋市","青梨子町","","",500000,"","","1500",,"","","","","","","","","",,"",,,"2020年第４四半期","",""
2,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","青葉町","新前橋","30分?60分",18000000,"","","150",,"長方形","13.0","115","平成15年","軽量鉄骨造","住宅","住宅","東","市道",5.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
3,"宅地(土地)","住宅地","10201","群馬県","前橋市","青柳町","前橋","1H?1H30",11000000,"160000","","240",48000,"ほぼ長方形","10.0","","","","","住宅","北西","市道",6.0,"第１種住居地域",60,200,"2020年第４四半期","",""
4,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","青柳町","前橋","1H?1H30",17000000,"","","300",,"不整形","6.0","100","令和2年","木造","住宅","住宅","東","市道",6.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
5,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝倉町","前橋","30分?60分",1600000,"150000","","35",44000,"ほぼ整形","13.0","","","","","その他","南","市道",7.0,"市街化調整区域",70,200,"2020年第４四半期","",""
6,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝倉町","前橋大島","28",15000000,"67000","","740",20000,"ほぼ長方形","25.0","","","","","","南","市道",7.0,"市街化調整区域",70,200,"2020年第４四半期","",""
7,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","朝倉町","前橋大島","16",22000000,"","","145",,"ほぼ整形","9.5","100","平成31年","木造","住宅","住宅","南西","市道",16.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","",""
8,"宅地(土地)","商業地","10201","群馬県","前橋市","朝倉町","前橋大島","25",4700000,"150000","","105",45000,"ほぼ整形","42.5","","","","","その他","西","市道",11.0,"市街化調整区域",70,200,"2020年第４四半期","",""
9,"宅地(土地)","住宅地","10201","群馬県","前橋市","朝倉町","前橋大島","28",32000000,"130000","","800",40000,"ほぼ整形","32.0","","","","","その他","南","市道",3.5,"市街化調整区域",70,200,"2020年第４四半期","",""
10,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","朝日町","前橋","18",30000000,"","","420",,"ほぼ整形","25.8","150","平成18年","木造","住宅、その他","住宅","東","市道",17.0,"第１種住居地域",60,200,"2020年第４四半期","","関係者間取引"
11,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋大島","10",22000000,"","","150",,"ほぼ整形","11.0","110","","","","","北東","市道",6.0,"準工業地域",60,200,"2020年第４四半期","",""
12,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川大島町","前橋大島","19",20000000,"","","150",,"長方形","10.0","95","令和2年","木造","住宅","住宅","西","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
13,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川原町","前橋","30分?60分",30000000,"","","220",,"長方形","","115","令和2年","木造","住宅","住宅","西","私道",6.0,"第１種中高層住居専用地域",60,200,"2020年第４四半期","","私道を含む取引"
14,"宅地(土地)","住宅地","10201","群馬県","前橋市","天川町","前橋","30分?60分",12000000,"180000","","210",55000,"不整形","7.5","","","","","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2020年第４四半期","",""
15,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","天川町","前橋大島","27",18000000,"","","380",,"ほぼ整形","16.0","95","平成9年","木造","事務所","事務所","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
16,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","荒子町","駒形","1H?1H30",6000000,"","","230",,"ほぼ整形","15.4","70","昭和53年","木造","住宅","住宅","南東","市道",5.6,"市街化調整区域",70,200,"2020年第４四半期","",""
17,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","荒牧町","群馬総社","30分?60分",28000000,"","","250",,"不整形","3.6","115","平成29年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",40,80,"2020年第４四半期","","私道を含む取引"
18,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","荒牧町","前橋","1H?1H30",12000000,"","","260",,"ほぼ正方形","16.0","130","昭和61年","木造","共同住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2020年第４四半期","","調停・競売等"
19,"宅地(土地と建物)","住宅地","10201","群馬県","前橋市","荒牧町","前橋","1H?1H30",34000000,"","","210",,"長方形","10.8","115","令和2年","木造","住宅","住宅","南東","市道",6.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
