"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","商業地","34101","広島県","広島市中区","榎町","広島","30分?60分",85000000,"1800000","","155",550000,"ほぼ長方形","9.4","","","","","事務所","北","市道",8.0,"商業地域",80,400,"2020年第４四半期","",""
2,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波栄町","広島","1H?1H30",130000000,"","","1200",,"長方形","27.5","","","","","その他","南東","市道",5.8,"第１種住居地域",60,200,"2020年第４四半期","",""
3,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波二本松","広島","1H?1H30",46000000,"","","130",,"ほぼ台形","11.0","100","令和2年","木造","住宅","住宅","北東","市道",5.4,"第１種住居地域",60,200,"2020年第４四半期","",""
4,"宅地(土地)","住宅地","34101","広島県","広島市中区","江波東","広島","1H?1H30",20000000,"710000","","90",220000,"ほぼ長方形","6.5","","","","","その他","南西","市道",4.0,"第１種住居地域",60,200,"2020年第４四半期","","隣地の購入"
5,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波本町","広島","1H?1H30",100000000,"","","480",,"長方形","17.3","240","平成29年","木造","住宅","その他","北東","市道",2.7,"第１種住居地域",60,200,"2020年第４四半期","",""
6,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波本町","広島","1H?1H30",34000000,"","","100",,"ほぼ長方形","4.2","120","平成29年","木造","住宅","","北西","市道",2.7,"第１種住居地域",60,200,"2020年第４四半期","",""
7,"宅地(土地と建物)","住宅地","34101","広島県","広島市中区","江波南","広島","1H?1H30",38000000,"","","115",,"ほぼ長方形","4.9","105","令和2年","木造","住宅","住宅","南東","市道",6.0,"工業地域",60,200,"2020年第４四半期","",""
8,"中古マンション等","","34101","広島県","広島市中区","江波南","広島","1H?1H30",13000000,"","２ＬＤＫ","60",,"","","","平成3年","ＳＲＣ","住宅","住宅","","",,"工業地域",60,200,"2020年第４四半期","未改装",""
9,"中古マンション等","","34101","広島県","広島市中区","大手町","広島","30分?60分",4700000,"","１Ｒ","15",,"","","","平成2年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2020年第４四半期","未改装",""
10,"中古マンション等","","34101","広島県","広島市中区","大手町","広島","30分?60分",5000000,"","１Ｋ","15",,"","","","平成2年","ＳＲＣ","","住宅","","",,"近隣商業地域",80,400,"2020年第４四半期","",""
