"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","青垣台","学園前(奈良)","30分?60分",5500000,"","","250",,"長方形","17.0","120","昭和52年","木造","住宅","住宅","北","市道",19.0,"第２種低層住居専用地域",40,60,"2020年第４四半期","",""
2,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","青山","近鉄奈良","1H?1H30",23000000,"","","480",,"長方形","15.7","160","平成3年","木造","住宅","住宅","南","市道",6.2,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
3,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","青山","近鉄奈良","1H?1H30",14000000,"","","250",,"ほぼ長方形","13.8","115","昭和59年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
4,"中古マンション等","","29201","奈良県","奈良市","秋篠早月町","平城","5",2300000,"","","50",,"","","","昭和49年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
5,"宅地(土地)","住宅地","29201","奈良県","奈良市","秋篠早月町","大和西大寺","10",22000000,"540000","","135",160000,"ほぼ長方形","16.6","","","","","","西","私道",5.0,"第１種住居地域",60,200,"2020年第４四半期","",""
6,"中古マンション等","","29201","奈良県","奈良市","秋篠早月町","大和西大寺","14",27000000,"","３ＬＤＫ","75",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
7,"宅地(土地)","住宅地","29201","奈良県","奈良市","秋篠三和町","大和西大寺","18",15000000,"310000","","160",94000,"ほぼ長方形","18.0","","","","","住宅","北東","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
8,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","秋篠町","大和西大寺","21",38000000,"","","200",,"ほぼ整形","10.0","105","令和2年","木造","住宅","","北東","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
9,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","朝日町","菖蒲池","18",22000000,"","","300",,"ほぼ台形","18.2","140","昭和64年","軽量鉄骨造","住宅","その他","南","市道",6.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
10,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","尼辻町","新大宮","21",27000000,"","","155",,"ほぼ整形","12.5","105","平成31年","木造","住宅","住宅","西","道路",6.0,"第２種住居地域",60,200,"2020年第４四半期","",""
11,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","尼辻中町","尼ケ辻","5",9500000,"","","115",,"ほぼ整形","9.5","90","平成9年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",50,80,"2020年第４四半期","",""
12,"宅地(土地と建物)","住宅地","29201","奈良県","奈良市","あやめ池北","菖蒲池","8",19000000,"","","760",,"不整形","","150","昭和54年","ブロック造","住宅","住宅","北","私道",8.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
13,"中古マンション等","","29201","奈良県","奈良市","あやめ池南","菖蒲池","3",10000000,"","３ＬＤＫ","80",,"","","","昭和56年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第４四半期","未改装",""
