"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","08201","茨城県","水戸市","青柳町","水戸","1H?1H30",4000000,"","","260",,"ほぼ長方形","19.0","95","昭和46年","木造","住宅","住宅","東","市道",3.5,"市街化調整区域",60,200,"2021年第１四半期","",""
2,"宅地(土地)","住宅地","08201","茨城県","水戸市","赤塚","赤塚","9",4200000,"79000","","175",24000,"長方形","8.0","","","","","","北","市道",8.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
3,"中古マンション等","","08201","茨城県","水戸市","赤塚","赤塚","6",7000000,"","３ＬＤＫ","70",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第１四半期","未改装",""
4,"中古マンション等","","08201","茨城県","水戸市","赤塚","赤塚","5",15000000,"","３ＬＤＫ","65",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"準住居地域",60,200,"2021年第１四半期","未改装",""
5,"宅地(土地と建物)","住宅地","08201","茨城県","水戸市","曙町","赤塚","30分?60分",12000000,"","","130",,"ほぼ長方形","12.0","125","昭和64年","木造","共同住宅","住宅","南東","市道",4.2,"第２種住居地域",60,200,"2021年第１四半期","",""
6,"農地","","08201","茨城県","水戸市","飯富町","","",25000,"","","1700",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
7,"農地","","08201","茨城県","水戸市","飯富町","","",25000,"","","1700",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
8,"宅地(土地と建物)","住宅地","08201","茨城県","水戸市","石川","赤塚","24",11000000,"","","175",,"ほぼ長方形","10.0","100","昭和57年","木造","住宅","住宅","北東","市道",1.8,"第１種中高層住居専用地域",60,200,"2021年第１四半期","","私道を含む取引"
9,"宅地(土地)","住宅地","08201","茨城県","水戸市","大串町","常澄","26",2500000,"14000","","590",4200,"ほぼ台形","32.0","","","","","","西","市道",66.0,"市街化調整区域",60,200,"2021年第１四半期","",""
10,"宅地(土地と建物)","住宅地","08201","茨城県","水戸市","大串町","常澄","30分?60分",14000000,"","","320",,"長方形","20.0","130","平成18年","木造","住宅","","南","市道",4.0,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
11,"農地","","08201","茨城県","水戸市","大串町","","",1800000,"","","3600",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
12,"農地","","08201","茨城県","水戸市","大串町","","",500000,"","","990",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
13,"農地","","08201","茨城県","水戸市","大串町","","",1900000,"","","3800",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
14,"農地","","08201","茨城県","水戸市","大串町","","",76000,"","","150",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
