"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","上土","静岡","30分?60分",28000000,"430000","","210",130000,"ほぼ台形","15.6","","","","","事務所","南西","市道",9.2,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
2,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","足久保口組","静岡","2H?",44000000,"","","370",,"不整形","23.0","","","","","住宅","南西","市道",5.0,"市街化調整区域",60,200,"2021年第１四半期","",""
3,"農地","","22101","静岡県","静岡市葵区","足久保口組","","",5100000,"","","2100",,"","","","","","","その他","","",,"",,,"2021年第１四半期","",""
4,"宅地(土地)","商業地","22101","静岡県","静岡市葵区","安西","静岡","21",21000000,"350000","","195",110000,"長方形","5.5","","","","","住宅","北西","県道",23.0,"近隣商業地域",80,300,"2021年第１四半期","",""
5,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","安東","静岡","26",70000000,"","","190",,"ほぼ整形","8.0","260","昭和63年","ＲＣ","共同住宅、店舗","その他","西","市道",7.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","安東","静岡","30分?60分",140000000,"","","740",,"長方形","17.5","160","平成14年","軽量鉄骨造","共同住宅","住宅","西","市道",5.2,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
7,"林地","","22101","静岡県","静岡市葵区","井川","","",1500000,"","","3800",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
8,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","池ヶ谷東","静岡","1H?1H30",26000000,"","","95",,"ほぼ台形","6.9","95","平成31年","木造","住宅","住宅","北西","市道",6.2,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
9,"農地","","22101","静岡県","静岡市葵区","内牧","","",530000,"","","130",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
10,"宅地(土地)","商業地","22101","静岡県","静岡市葵区","追手町","静岡","13",310000000,"1400000","","740",420000,"ほぼ長方形","33.0","","","","","住宅","南西","市道",9.0,"商業地域",80,600,"2021年第１四半期","",""
11,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","大岩","静岡","30分?60分",33000000,"300000","","350",92000,"ほぼ整形","8.8","","","","","その他","東","市道",6.7,"第１種住居地域",60,200,"2021年第１四半期","",""
12,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","大岩本町","静岡","28",38000000,"","","105",,"長方形","5.0","120","令和3年","木造","住宅","住宅","西","市道",6.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
13,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","音羽町","静岡","15",15000000,"650000","","75",200000,"台形","11.0","","","","","その他","北","市道",4.0,"第２種住居地域",60,200,"2021年第１四半期","","隣地の購入"
14,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","籠上","静岡","30分?60分",61000000,"300000","","660",92000,"不整形","13.0","","","","","その他","西","市道",,"第２種住居地域",60,200,"2021年第１四半期","",""
15,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","春日","静岡","21",43000000,"430000","","330",130000,"長方形","9.0","","","","","その他","北西","市道",5.3,"第１種住居地域",60,200,"2021年第１四半期","",""
16,"宅地(土地)","宅地見込地","22101","静岡県","静岡市葵区","門屋","静岡","1H30?2H",2500000,"50000","","165",15000,"長方形","12.7","","","","","その他","北西","道路",5.0,"市街化調整区域",60,200,"2021年第１四半期","",""
17,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","上足洗","静岡","30分?60分",23000000,"","","105",,"ほぼ長方形","5.0","70","平成16年","木造","住宅","住宅","南東","市道",4.5,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
18,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","上足洗","静岡","30分?60分",25000000,"","","105",,"不整形","3.0","95","令和2年","木造","住宅","住宅","南西","市道",4.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
19,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","上伝馬","静岡","1H?1H30",10000000,"","","90",,"長方形","11.5","90","平成10年","木造","共同住宅","住宅","南東","市道",4.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
20,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","上伝馬","静岡","1H?1H30",17000000,"340000","","165",100000,"ほぼ整形","7.0","","","","","住宅","北","私道",4.0,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
21,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","上伝馬","静岡","1H?1H30",41000000,"","","115",,"ほぼ長方形","7.5","95","","","","住宅","南","市道",3.5,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
22,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","桂山","静岡","2H?",4000000,"","","340",,"不整形","20.0","120","","木造","住宅","住宅","南東","私道",3.0,"都市計画区域外",,,"2021年第１四半期","",""
23,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","唐瀬","静岡","1H?1H30",11000000,"240000","","150",74000,"ほぼ長方形","6.6","","","","","住宅","北東","市道",3.5,"第１種住居地域",60,200,"2021年第１四半期","",""
24,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","川合","静岡","1H?1H30",27000000,"","","105",,"台形","6.2","100","令和2年","木造","住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
25,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","川合","静岡","1H?1H30",27000000,"440000","","200",130000,"ほぼ長方形","11.0","","","","","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
26,"中古マンション等","","22101","静岡県","静岡市葵区","川辺町","静岡","15",6400000,"","１ＤＫ","25",,"","","","","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第１四半期","改装済",""
27,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","北","静岡","1H30?2H",12000000,"250000","","155",75000,"ほぼ台形","19.2","","","","","住宅","北","私道",4.6,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
28,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","北","静岡","1H30?2H",21000000,"","","135",,"袋地等","14.3","100","令和3年","木造","住宅","住宅","南西","市道",4.7,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
29,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","北","静岡","1H30?2H",53000000,"","","200",,"不整形","19.9","","","","","住宅","東","市道",18.0,"第１種住居地域",60,200,"2021年第１四半期","",""
30,"宅地(土地)","宅地見込地","22101","静岡県","静岡市葵区","北","静岡","1H30?2H",1500000,"34000","","145",10000,"ほぼ整形","16.4","","","","","その他","南西","市道",7.0,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
31,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","北","静岡","1H30?2H",14000000,"340000","","135",100000,"ほぼ長方形","8.1","","","","","住宅","南西","市道",4.5,"第１種住居地域",60,200,"2021年第１四半期","",""
32,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","北安東","静岡","30分?60分",39000000,"","","115",,"ほぼ長方形","12.0","105","令和2年","木造","住宅","住宅","北西","市道",5.4,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
33,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","北安東","静岡","30分?60分",70000000,"","","880",,"袋地等","26.4","320","平成11年","木造","共同住宅","その他","南東","市道",4.7,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
34,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","北安東","静岡","30分?60分",130000000,"","","2000㎡以上",,"長方形","36.3","1700","昭和62年","ＲＣ","共同住宅","住宅","北西","市道",4.7,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
35,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","北安東","静岡","30分?60分",27000000,"680000","","130",210000,"長方形","12.9","","","","","住宅","北東","市道",5.5,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
36,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","沓谷","静岡","30分?60分",12000000,"","","65",,"長方形","6.0","120","平成5年","鉄骨造","住宅","","北東","市道",4.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
37,"中古マンション等","","22101","静岡県","静岡市葵区","呉服町","静岡","10",50000000,"","１ＬＤＫ","55",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第１四半期","未改装",""
38,"宅地(土地と建物)","住宅地","22101","静岡県","静岡市葵区","桜町","静岡","30分?60分",34000000,"","","105",,"ほぼ長方形","6.0","95","平成30年","軽量鉄骨造","住宅","住宅","東","市道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
39,"宅地(土地)","住宅地","22101","静岡県","静岡市葵区","桜町","静岡","30分?60分",15000000,"420000","","120",130000,"長方形","13.0","","","","","住宅","南","私道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
