"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","44201","大分県","大分市","青葉台","西大分","30分?60分",27000000,"","","250",,"長方形","15.0","170","昭和64年","木造","住宅","住宅","北東","市道",12.0,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
2,"中古マンション等","","44201","大分県","大分市","明野北","高城","30分?60分",17000000,"","４ＬＤＫ","85",,"","","","平成13年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第１四半期","改装済",""
3,"宅地(土地)","住宅地","44201","大分県","大分市","明野南","牧(大分)","30分?60分",29000000,"330000","","290",100000,"ほぼ整形","14.0","","","","","住宅","南東","私道",4.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
4,"宅地(土地)","住宅地","44201","大分県","大分市","明野南","牧(大分)","30分?60分",21000000,"340000","","200",100000,"長方形","16.0","","","","","","南東","市道",16.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
5,"宅地(土地)","住宅地","44201","大分県","大分市","明野南","牧(大分)","30分?60分",43000000,"350000","","400",110000,"長方形","24.5","","","","","住宅","南西","市道",16.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","44201","大分県","大分市","旭町","南大分","14",7800000,"","","150",,"ほぼ長方形","15.5","60","昭和59年","木造","住宅","住宅","北東","市道",4.0,"近隣商業地域",80,200,"2021年第１四半期","",""
7,"中古マンション等","","44201","大分県","大分市","大字猪野","高城","30分?60分",17000000,"","３ＬＤＫ","80",,"","","","平成8年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第１四半期","改装済",""
8,"宅地(土地)","住宅地","44201","大分県","大分市","大字猪野","鶴崎","30分?60分",2500000,"45000","","185",14000,"不整形","50.0m以上","","","","","その他","南東","市道",6.6,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
9,"林地","","44201","大分県","大分市","大字今市","","",22000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
10,"林地","","44201","大分県","大分市","大字今市","","",78000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
11,"宅地(土地)","住宅地","44201","大分県","大分市","岩田町","牧(大分)","14",2700000,"200000","","45",61000,"長方形","10.0","","","","","その他","北","市道",10.5,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
