"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","宅地見込地","37201","香川県","高松市","庵治町","八栗","1H?1H30",700000,"1700","","1400",520,"ほぼ長方形","36.0","","","","","","北西","道路",3.0,"都市計画区域外",,,"2021年第１四半期","",""
2,"宅地(土地)","住宅地","37201","香川県","高松市","庵治町","八栗","1H?1H30",600000,"25000","","80",7600,"ほぼ長方形","7.0","","","","","その他","西","市道",4.2,"都市計画区域外",,,"2021年第１四半期","",""
3,"宅地(土地)","工業地","37201","香川県","高松市","庵治町","八栗","1H?1H30",1500000,"36000","","140",11000,"不整形","14.0","","","","","その他","南西","道路",1.0,"都市計画区域外",,,"2021年第１四半期","",""
4,"宅地(土地)","住宅地","37201","香川県","高松市","飯田町","鬼無","25",1700000,"30000","","185",9100,"ほぼ整形","14.0","","","","","住宅","東","道路",2.5,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"2021年第１四半期","",""
5,"宅地(土地と建物)","住宅地","37201","香川県","高松市","一宮町","一宮","6",2300000,"","","125",,"長方形","10.0","","","","","住宅","東","市道",2.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","37201","香川県","高松市","一宮町","一宮","19",4000000,"","","180",,"長方形","11.4","100","昭和55年","木造","住宅","住宅","北","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"2021年第１四半期","",""
7,"宅地(土地と建物)","住宅地","37201","香川県","高松市","一宮町","一宮","23",700000,"","","210",,"不整形","19.0","135","昭和45年","木造","住宅","その他","南","私道",2.3,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"2021年第１四半期","",""
8,"宅地(土地)","住宅地","37201","香川県","高松市","今里町","林道","15",21000000,"360000","","190",110000,"長方形","10.5","","","","","住宅","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
9,"宅地(土地と建物)","住宅地","37201","香川県","高松市","今里町","林道","15",51000000,"","","185",,"長方形","10.0","330","平成17年","鉄骨造","住宅、店舗","その他","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
10,"宅地(土地と建物)","商業地","37201","香川県","高松市","内町","片原町(高松)","1",44000000,"","","290",,"ほぼ長方形","12.4","380","","ＲＣ","住宅、倉庫","その他","西","市道",18.0,"商業地域",80,500,"2021年第１四半期","",""
