"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","40101","福岡県","北九州市門司区","稲積","門司","26",34000000,"230000","","480",70000,"台形","24.0","","","","","その他","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
2,"宅地(土地)","住宅地","40101","福岡県","北九州市門司区","老松町","門司港","14",16000000,"310000","","170",93000,"長方形","9.0","","","","","その他","南東","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
3,"宅地(土地と建物)","住宅地","40101","福岡県","北九州市門司区","奥田","門司","30分?60分",200000,"","","540",,"不整形","40.0","65","","木造","住宅","","北西","市道",2.5,"第１種住居地域",60,200,"2021年第１四半期","",""
4,"宅地(土地と建物)","商業地","40101","福岡県","北九州市門司区","春日町","門司港","30分?60分",1900000,"","","115",,"ほぼ正方形","10.0","60","昭和40年","軽量鉄骨造","住宅","住宅","南西","県道",25.7,"第２種住居地域",60,200,"2021年第１四半期","",""
5,"宅地(土地)","住宅地","40101","福岡県","北九州市門司区","片上町","小森江","18",3500000,"23000","","500",7100,"ほぼ台形","","","","","","その他","東","市道",5.0,"第１種住居地域",60,200,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","40101","福岡県","北九州市門司区","片上町","小森江","15",50000,"","","240",,"ほぼ台形","13.0","40","昭和50年","木造","住宅","住宅","西","市道",5.8,"第１種住居地域",60,200,"2021年第１四半期","",""
7,"宅地(土地と建物)","住宅地","40101","福岡県","北九州市門司区","上藤松","門司","30分?60分",2400000,"","","260",,"長方形","13.0","110","昭和44年","木造、軽量鉄骨造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",50,80,"2021年第１四半期","","調停・競売等"
8,"宅地(土地と建物)","住宅地","40101","福岡県","北九州市門司区","上藤松","門司","30分?60分",3900000,"","","300",,"ほぼ長方形","13.0","70","昭和46年","軽量鉄骨造","住宅","住宅","北東","私道",4.0,"第１種低層住居専用地域",50,80,"2021年第１四半期","","調停・競売等、私道を含む取引"
9,"宅地(土地)","住宅地","40101","福岡県","北九州市門司区","上藤松","門司","30分?60分",2000000,"5900","","1100",1800,"不整形","22.0","","","","","その他","北西","市道",5.5,"第１種住居地域",60,200,"2021年第１四半期","",""
10,"宅地(土地)","住宅地","40101","福岡県","北九州市門司区","上藤松","門司","30分?60分",800000,"5700","","460",1700,"不整形","21.0","","","","","","北東","私道",4.0,"市街化調整区域",70,200,"2021年第１四半期","",""
11,"宅地(土地と建物)","住宅地","40101","福岡県","北九州市門司区","上馬寄","門司","29",29000000,"","","180",,"ほぼ整形","7.0","105","令和2年","木造","住宅","住宅","北西","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
