"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","商業地","35201","山口県","下関市","阿弥陀寺町","下関","30分?60分",8000000,"","","180",,"袋地等","","","","","","その他","南東","国道",22.0,"商業地域",,,"2021年第１四半期","",""
2,"中古マンション等","","35201","山口県","下関市","阿弥陀寺町","下関","30分?60分",23000000,"","","55",,"","","","平成20年","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第１四半期","未改装",""
3,"農地","","35201","山口県","下関市","大字綾羅木","","",1800000,"","","1800",,"","","","","","","","","",,"",,,"2021年第１四半期","",""
4,"宅地(土地と建物)","住宅地","35201","山口県","下関市","綾羅木新町","綾羅木","9",32000000,"","","1600",,"ほぼ長方形","30.0","1100","昭和46年","ＲＣ","共同住宅","住宅","南","市道",5.0,"第１種住居地域",60,200,"2021年第１四半期","",""
5,"宅地(土地と建物)","住宅地","35201","山口県","下関市","綾羅木本町","綾羅木","5",15000000,"","","990",,"長方形","","570","平成7年","ＲＣ","共同住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,80,"2021年第１四半期","",""
6,"宅地(土地)","住宅地","35201","山口県","下関市","大字有冨","新下関","18",15000000,"210000","","230",65000,"ほぼ長方形","18.0","","","","","住宅","北西","道路",6.0,"市街化調整区域",70,200,"2021年第１四半期","",""
7,"宅地(土地)","住宅地","35201","山口県","下関市","生野町","幡生","15",140000000,"200000","","2000㎡以上",62000,"不整形","50.0m以上","","","","","住宅","北","市道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
8,"宅地(土地と建物)","住宅地","35201","山口県","下関市","伊倉町","綾羅木","9",28000000,"","","320",,"ほぼ台形","16.0","115","平成17年","木造","住宅","住宅","東","市道",6.0,"第２種中高層住居専用地域",60,200,"2021年第１四半期","",""
9,"宅地(土地と建物)","住宅地","35201","山口県","下関市","石神町","幡生","21",16000000,"","","175",,"ほぼ台形","10.0","100","昭和52年","木造","住宅","住宅","南西","市道",6.0,"第１種低層住居専用地域",40,80,"2021年第１四半期","",""
10,"宅地(土地と建物)","住宅地","35201","山口県","下関市","大字石原","新下関","16",5500000,"","","160",,"ほぼ長方形","13.0","60","昭和58年","木造","住宅","住宅","北東","私道",3.0,"準工業地域",60,200,"2021年第１四半期","",""
11,"宅地(土地)","住宅地","35201","山口県","下関市","一の宮学園町","新下関","13",11000000,"70000","","520",21000,"ほぼ長方形","35.0","","","","","住宅","南東","市道",9.0,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
12,"宅地(土地)","住宅地","35201","山口県","下関市","一の宮町","新下関","8",3400000,"110000","","100",34000,"ほぼ長方形","13.0","","","","","その他","西","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
13,"宅地(土地)","住宅地","35201","山口県","下関市","後田町","幡生","16",4100000,"110000","","125",33000,"ほぼ長方形","10.0","","","","","","西","市道",4.0,"準工業地域",60,200,"2021年第１四半期","",""
