"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地)","住宅地","02201","青森県","青森市","旭町","青森","23",5000000,"100000","","165",30000,"長方形","9.5","","","","","その他","東","市道",4.5,"第１種住居地域",60,200,"2021年第１四半期","",""
2,"宅地(土地)","住宅地","02201","青森県","青森市","大字浅虫","浅虫温泉","15",800000,"7000","","380",2100,"ほぼ長方形","20.0","","","","","その他","西","市道",13.0,"市街化調整区域",70,200,"2021年第１四半期","",""
3,"宅地(土地)","宅地見込地","02201","青森県","青森市","大字荒川","青森","1H?1H30",45000000,"37000","","2000㎡以上",11000,"ほぼ長方形","48.5","","","","","","西","県道",18.0,"市街化調整区域",70,200,"2021年第１四半期","",""
4,"宅地(土地)","住宅地","02201","青森県","青森市","大字石江","新青森","10",3000000,"33000","","300",10000,"ほぼ台形","28.5","","","","","その他","北西","私道",3.5,"第１種住居地域",60,200,"2021年第１四半期","","調停・競売等"
5,"宅地(土地)","住宅地","02201","青森県","青森市","大字石江","新青森","15",3600000,"80000","","150",24000,"長方形","9.0","","","","","住宅","北西","私道",6.5,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","02201","青森県","青森市","大字石江","新青森","11",12000000,"","","260",,"ほぼ長方形","14.5","75","平成10年","木造","住宅","住宅","南東","市道",7.5,"第１種低層住居専用地域",50,80,"2021年第１四半期","",""
7,"宅地(土地)","住宅地","02201","青森県","青森市","大字石江","新青森","14",4500000,"110000","","135",33000,"ほぼ台形","19.0","","","","","倉庫","南西","市道",6.4,"第１種住居地域",60,200,"2021年第１四半期","",""
8,"宅地(土地)","住宅地","02201","青森県","青森市","大字石江","新青森","11",7700000,"130000","","200",38000,"長方形","16.0","","","","","","西","市道",5.0,"第１種低層住居専用地域",50,80,"2021年第１四半期","",""
9,"宅地(土地と建物)","住宅地","02201","青森県","青森市","大字石江","新青森","8",15000000,"","","250",,"長方形","14.0","145","昭和63年","木造","住宅","住宅","北","市道",5.5,"第１種中高層住居専用地域",60,200,"2021年第１四半期","",""
10,"宅地(土地と建物)","住宅地","02201","青森県","青森市","石江","新青森","10",25000000,"","","145",,"長方形","10.0","85","令和2年","木造","住宅","住宅","南","市道",6.5,"第１種低層住居専用地域",60,150,"2021年第１四半期","",""
