"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"中古マンション等","","14101","神奈川県","横浜市鶴見区","市場上町","鶴見市場","3",25000000,"","１Ｋ","20",,"","","","令和3年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2021年第１四半期","改装済",""
2,"中古マンション等","","14101","神奈川県","横浜市鶴見区","市場富士見町","鶴見市場","5",6500000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","事務所","住宅","","",,"商業地域",80,400,"2021年第１四半期","未改装",""
3,"中古マンション等","","14101","神奈川県","横浜市鶴見区","市場大和町","鶴見市場","2",6000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第１四半期","未改装",""
4,"宅地(土地)","商業地","14101","神奈川県","横浜市鶴見区","潮田町","京急鶴見","16",61000000,"1700000","","120",510000,"不整形","5.1","","","","","その他","北","市道",15.0,"近隣商業地域",80,300,"2021年第１四半期","",""
5,"宅地(土地)","住宅地","14101","神奈川県","横浜市鶴見区","江ケ崎町","尻手","19",26000000,"1400000","","60",430000,"不整形","13.0","","","","","住宅","南西","県道",12.0,"工業地域",60,200,"2021年第１四半期","",""
6,"中古マンション等","","14101","神奈川県","横浜市鶴見区","江ケ崎町","尻手","20",28000000,"","３ＬＤＫ","70",,"","","","平成19年","ＲＣ","","住宅","","",,"工業地域",60,200,"2021年第１四半期","未改装",""
7,"宅地(土地)","住宅地","14101","神奈川県","横浜市鶴見区","江ケ崎町","矢向","15",28000000,"1500000","","60",470000,"不整形","","","","","","住宅","西","私道",4.5,"第１種住居地域",60,200,"2021年第１四半期","",""
8,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","小野町","京急鶴見","21",60000000,"","","260",,"ほぼ長方形","9.0","185","昭和60年","軽量鉄骨造","共同住宅","住宅","西","市道",11.0,"準工業地域",60,200,"2021年第１四半期","",""
9,"中古マンション等","","14101","神奈川県","横浜市鶴見区","小野町","京急鶴見","16",34000000,"","４ＬＤＫ","100",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2021年第１四半期","未改装",""
10,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","小野町","鶴見小野","4",110000000,"","","230",,"ほぼ長方形","12.4","300","平成19年","鉄骨造","共同住宅","住宅","東","市道",10.8,"準工業地域",60,200,"2021年第１四半期","",""
11,"中古マンション等","","14101","神奈川県","横浜市鶴見区","小野町","鶴見小野","4",15000000,"","２ＬＤＫ","50",,"","","","平成3年","","","住宅","","",,"近隣商業地域",80,300,"2021年第１四半期","未改装",""
12,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","梶山","尻手","30分?60分",41000000,"","","140",,"ほぼ長方形","15.0","105","平成14年","軽量鉄骨造","住宅","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2021年第１四半期","",""
13,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","梶山","綱島","30分?60分",7000000,"","","90",,"ほぼ長方形","10.0","85","昭和43年","木造","住宅","住宅","南東","市道",4.6,"第１種低層住居専用地域",50,80,"2021年第１四半期","",""
14,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",150000000,"","","470",,"ほぼ整形","20.0","490","平成5年","ＲＣ","共同住宅","住宅","北東","市道",7.4,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
15,"宅地(土地)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",22000000,"1600000","","45",480000,"長方形","5.5","","","","","住宅","南東","市道",4.9,"準住居地域",60,200,"2021年第１四半期","",""
16,"宅地(土地)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",34000000,"930000","","120",280000,"ほぼ台形","10.0","","","","","その他","南西","市道",6.5,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
17,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",32000000,"","","55",,"長方形","4.3","90","令和3年","木造","住宅","住宅","北西","私道",4.0,"準工業地域",60,200,"2021年第１四半期","",""
18,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",35000000,"","","100",,"ほぼ正方形","10.0","95","平成19年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",50,100,"2021年第１四半期","",""
19,"中古マンション等","","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",30000000,"","３ＬＤＫ","75",,"","","","平成16年","","","住宅","","",,"準工業地域",60,200,"2021年第１四半期","未改装",""
20,"中古マンション等","","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","20",25000000,"","３ＬＤＫ","65",,"","","","昭和64年","","","その他","","",,"第１種住居地域",60,200,"2021年第１四半期","未改装",""
21,"中古マンション等","","14101","神奈川県","横浜市鶴見区","上末吉","鶴見","30分?60分",26000000,"","２ＬＤＫ","60",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第１四半期","改装済",""
22,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上末吉","矢向","26",36000000,"","","50",,"ほぼ台形","6.3","","","","","","南東","市道",4.8,"準住居地域",60,200,"2021年第１四半期","",""
23,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上の宮","菊名","14",32000000,"","","190",,"ほぼ台形","15.0","105","昭和60年","木造","住宅","住宅","東","市道",4.3,"第１種低層住居専用地域",60,100,"2021年第１四半期","","私道を含む取引"
24,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上の宮","菊名","13",43000000,"","","105",,"ほぼ台形","12.0","100","平成18年","木造","住宅","住宅","東","市道",4.6,"第１種住居地域",60,200,"2021年第１四半期","",""
25,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上の宮","菊名","12",120000000,"","","290",,"不整形","3.5","195","令和3年","木造","共同住宅","住宅","南","市道",4.0,"第１種住居地域",60,200,"2021年第１四半期","",""
26,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","上の宮","菊名","13",66000000,"","","260",,"不整形","15.0","200","平成11年","木造","共同住宅","","南","私道",2.0,"第１種住居地域",60,200,"2021年第１四半期","",""
27,"中古マンション等","","14101","神奈川県","横浜市鶴見区","上の宮","菊名","11",40000000,"","３ＬＤＫ","75",,"","","","平成18年","","","住宅","","",,"第１種低層住居専用地域",50,100,"2021年第１四半期","改装済",""
28,"中古マンション等","","14101","神奈川県","横浜市鶴見区","岸谷","花月総持寺","8",28000000,"","３ＬＤＫ","70",,"","","","平成9年","","","住宅","","",,"第２種中高層住居専用地域",60,150,"2021年第１四半期","未改装",""
29,"宅地(土地と建物)","住宅地","14101","神奈川県","横浜市鶴見区","岸谷","新子安","10",110000000,"","","125",,"ほぼ長方形","14.6","185","令和3年","木造","共同住宅","住宅","北西","市道",9.1,"第１種住居地域",60,200,"2021年第１四半期","",""
