"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
1,"宅地(土地と建物)","住宅地","07201","福島県","福島市","旭町","福島(福島)","29",25000000,"","","300",,"ほぼ整形","18.0","125","平成16年","木造","住宅","住宅","西","市道",4.0,"商業地域",80,400,"2021年第１四半期","",""
2,"宅地(土地と建物)","商業地","07201","福島県","福島市","旭町","福島(福島)","28",2700000,"","","110",,"台形","8.2","110","","木造","住宅、作業場","事務所","南東","国道",27.0,"商業地域",80,400,"2021年第１四半期","",""
3,"宅地(土地と建物)","住宅地","07201","福島県","福島市","飯坂町","飯坂温泉","9",2300000,"","","135",,"台形","9.5","100","昭和54年","木造","住宅","住宅","南","市道",2.7,"商業地域",80,400,"2021年第１四半期","",""
4,"宅地(土地と建物)","商業地","07201","福島県","福島市","飯坂町","飯坂温泉","15",15000000,"","","640",,"不整形","17.0","350","昭和47年","鉄骨造","その他","住宅","北東","県道",6.0,"商業地域",80,400,"2021年第１四半期","",""
5,"宅地(土地と建物)","住宅地","07201","福島県","福島市","飯坂町","飯坂温泉","14",5000000,"","","105",,"台形","","105","平成12年","木造","住宅","","東","私道",4.5,"商業地域",80,400,"2021年第１四半期","",""
6,"宅地(土地と建物)","住宅地","07201","福島県","福島市","飯坂町平野","平野(福島)","3",1100000,"","","470",,"ほぼ長方形","","200","昭和37年","木造","住宅","住宅","接面道路無","",,"第１種住居地域",60,200,"2021年第１四半期","",""
7,"宅地(土地)","住宅地","07201","福島県","福島市","飯坂町平野","平野(福島)","3",5000000,"98000","","170",30000,"長方形","11.0","","","","","住宅","西","市道",6.0,"第１種住居地域",60,200,"2021年第１四半期","",""
8,"宅地(土地)","住宅地","07201","福島県","福島市","太田町","福島(福島)","8",15000000,"430000","","115",130000,"ほぼ整形","6.0","","","","","住宅","東","市道",8.5,"第１種住居地域",60,200,"2021年第１四半期","",""
9,"中古マンション等","","07201","福島県","福島市","太田町","福島(福島)","5",27000000,"","３ＬＤＫ","70",,"","","","平成19年","ＲＣ","住宅","その他","","",,"第２種住居地域",60,200,"2021年第１四半期","未改装",""
10,"宅地(土地と建物)","商業地","07201","福島県","福島市","大町","福島(福島)","7",130000000,"","","640",,"ほぼ整形","26.0","660","平成9年","ＲＣ","事務所","事務所","東","市道",5.0,"商業地域",80,600,"2021年第１四半期","",""
