Date,Open,High,Low,Close,Adj Close,Volume
2016-10-20,16999.359375,17235.500000,16992.140625,17235.500000,17235.500000,112400000
2016-10-21,17283.750000,17288.890625,17151.980469,17184.589844,17184.589844,114200000
2016-10-24,17216.560547,17244.740234,17162.210938,17234.419922,17234.419922,87700000
2016-10-25,17298.630859,17381.800781,17298.630859,17365.250000,17365.250000,108400000
2016-10-26,17329.029297,17391.839844,17295.460938,17391.839844,17391.839844,98100000
2016-10-27,17346.390625,17414.210938,17278.119141,17336.419922,17336.419922,107600000
2016-10-28,17448.250000,17461.029297,17406.720703,17446.410156,17446.410156,167900000
2016-10-31,17360.890625,17433.130859,17327.619141,17425.019531,17425.019531,157200000
2016-11-01,17380.539063,17473.119141,17339.640625,17442.400391,17442.400391,123000000
2016-11-02,17238.000000,17283.599609,17080.589844,17134.679688,17134.679688,135200000
2016-11-04,16964.500000,16996.089844,16801.980469,16905.359375,16905.359375,134800000
2016-11-07,17126.029297,17186.890625,17056.839844,17177.210938,17177.210938,113000000
2016-11-08,17242.699219,17247.039063,17130.830078,17171.380859,17171.380859,100000000
2016-11-09,17281.949219,17427.710938,16111.809570,16251.540039,16251.540039,274900000
2016-11-10,16562.859375,17393.820313,16560.660156,17344.419922,17344.419922,229400000
2016-11-11,17526.609375,17621.730469,17333.490234,17374.789063,17374.789063,241800000
2016-11-14,17467.490234,17697.330078,17455.779297,17672.619141,17672.619141,165300000
2016-11-15,17690.220703,17727.580078,17605.769531,17668.150391,17668.150391,173200000
2016-11-16,17832.509766,17886.439453,17807.470703,17862.210938,17862.210938,200300000
2016-11-17,17766.609375,17884.060547,17764.080078,17862.630859,17862.630859,161100000
2016-11-18,18024.210938,18043.720703,17967.410156,17967.410156,17967.410156,166800000
2016-11-21,18038.089844,18129.029297,18007.789063,18106.019531,18106.019531,135700000
2016-11-22,18091.050781,18175.630859,18050.550781,18162.939453,18162.939453,121900000
2016-11-24,18329.779297,18382.720703,18310.310547,18333.410156,18333.410156,149400000
2016-11-25,18387.589844,18482.939453,18288.500000,18381.220703,18381.220703,164900000
2016-11-28,18302.580078,18374.929688,18222.820313,18356.890625,18356.890625,145000000
2016-11-29,18263.630859,18327.509766,18258.820313,18307.039063,18307.039063,125600000
2016-11-30,18356.029297,18370.310547,18280.660156,18308.480469,18308.480469,164700000
2016-12-01,18535.240234,18746.279297,18469.269531,18513.119141,18513.119141,188000000
2016-12-02,18435.550781,18469.679688,18315.380859,18426.080078,18426.080078,197200000
2016-12-05,18349.919922,18365.740234,18227.390625,18274.990234,18274.990234,134500000
2016-12-06,18457.199219,18484.800781,18318.990234,18360.539063,18360.539063,158800000
2016-12-07,18434.539063,18502.470703,18410.880859,18496.689453,18496.689453,151700000
2016-12-08,18674.189453,18765.470703,18614.009766,18765.470703,18765.470703,187400000
2016-12-09,18839.980469,19042.480469,18821.410156,18996.369141,18996.369141,212300000
2016-12-12,19183.820313,19280.929688,19054.000000,19155.029297,19155.029297,200600000
2016-12-13,19120.759766,19253.509766,19060.720703,19250.519531,19250.519531,147600000
2016-12-14,19270.009766,19284.279297,19184.750000,19253.609375,19253.609375,133200000
2016-12-15,19327.699219,19436.900391,19192.599609,19273.789063,19273.789063,154600000
2016-12-16,19438.390625,19439.970703,19360.359375,19401.150391,19401.150391,148700000
2016-12-19,19345.839844,19399.259766,19307.140625,19391.599609,19391.599609,106000000
2016-12-20,19367.839844,19511.199219,19356.810547,19494.529297,19494.529297,119600000
2016-12-21,19547.279297,19592.900391,19375.189453,19444.490234,19444.490234,130300000
2016-12-22,19396.849609,19427.669922,19327.509766,19427.669922,19427.669922,113500000
2016-12-26,19394.410156,19432.480469,19385.939453,19396.640625,19396.640625,85500000
2016-12-27,19353.429688,19478.580078,19352.060547,19403.060547,19403.060547,110200000
2016-12-28,19392.109375,19442.130859,19364.730469,19401.720703,19401.720703,77700000
2016-12-29,19301.039063,19301.039063,19092.220703,19145.140625,19145.140625,163500000
2016-12-30,18997.679688,19176.810547,18991.589844,19114.369141,19114.369141,117800000
2017-01-04,19298.679688,19594.160156,19277.929688,19594.160156,19594.160156,163500000
2017-01-05,19602.099609,19615.400391,19473.279297,19520.689453,19520.689453,134500000
2017-01-06,19393.550781,19472.369141,19354.439453,19454.330078,19454.330078,119100000
2017-01-10,19414.830078,19484.900391,19255.349609,19301.439453,19301.439453,119100000
2017-01-11,19358.640625,19402.169922,19325.460938,19364.669922,19364.669922,119100000
2017-01-12,19300.189453,19300.189453,19069.019531,19134.699219,19134.699219,119100000
2017-01-13,19174.970703,19299.359375,19156.929688,19287.279297,19287.279297,119100000
2017-01-16,19219.130859,19255.410156,19061.269531,19095.240234,19095.240234,119100000
2017-01-17,19038.449219,19043.910156,18812.859375,18813.529297,18813.529297,119100000
2017-01-18,18753.960938,18941.240234,18650.330078,18894.369141,18894.369141,119100000
2017-01-19,19082.830078,19122.390625,18982.130859,19072.250000,19072.250000,170600000
2017-01-20,19059.150391,19176.859375,19040.199219,19137.910156,19137.910156,125800000
2017-01-23,18938.449219,19024.210938,18879.679688,18891.029297,18891.029297,124800000
2017-01-24,18817.419922,18915.699219,18783.160156,18787.990234,18787.990234,131500000
2017-01-25,19091.230469,19133.179688,18987.449219,19057.500000,19057.500000,125400000
2017-01-26,19260.669922,19405.230469,19232.460938,19402.390625,19402.390625,145200000
2017-01-27,19453.509766,19486.679688,19404.130859,19467.400391,19467.400391,134600000
2017-01-30,19371.279297,19390.970703,19295.800781,19368.849609,19368.849609,97800000
2017-01-31,19145.349609,19199.750000,19041.339844,19041.339844,19041.339844,133900000
2017-02-01,18926.970703,19155.789063,18916.179688,19148.080078,19148.080078,131500000
2017-02-02,19152.789063,19170.630859,18866.800781,18914.580078,18914.580078,136500000
2017-02-03,18996.740234,19061.259766,18830.890625,18918.199219,18918.199219,140900000
2017-02-06,19069.720703,19075.570313,18899.400391,18976.710938,18976.710938,120500000
2017-02-07,18844.119141,18970.580078,18805.320313,18910.779297,18910.779297,106100000
2017-02-08,18951.160156,19009.240234,18875.570313,19007.599609,19007.599609,102900000
2017-02-09,18942.039063,18991.230469,18874.910156,18907.669922,18907.669922,130500000
2017-02-10,19216.740234,19395.990234,19193.570313,19378.929688,19378.929688,149400000
2017-02-13,19513.779297,19519.439453,19418.179688,19459.150391,19459.150391,117900000
2017-02-14,19478.859375,19501.009766,19232.849609,19238.980469,19238.980469,142800000
2017-02-15,19438.810547,19495.619141,19420.000000,19437.980469,19437.980469,142800000
2017-02-16,19431.609375,19431.609375,19260.240234,19347.529297,19347.529297,137800000
2017-02-17,19228.740234,19275.390625,19173.529297,19234.619141,19234.619141,143600000
2017-02-20,19161.330078,19274.750000,19115.109375,19251.080078,19251.080078,98900000
2017-02-21,19267.869141,19395.349609,19261.980469,19381.439453,19381.439453,100700000
2017-02-22,19419.220703,19419.220703,19329.279297,19379.869141,19379.869141,156700000
2017-02-23,19379.919922,19379.919922,19262.630859,19371.460938,19371.460938,140800000
2017-02-24,19232.109375,19381.099609,19219.580078,19283.539063,19283.539063,148900000
2017-02-27,19130.509766,19178.990234,18995.550781,19107.470703,19107.470703,124200000
2017-02-28,19194.679688,19267.990234,19118.990234,19118.990234,19118.990234,132900000
2017-03-01,19226.939453,19414.550781,19164.619141,19393.539063,19393.539063,132300000
2017-03-02,19624.820313,19668.009766,19564.800781,19564.800781,19564.800781,146200000
2017-03-03,19551.339844,19587.789063,19392.750000,19469.169922,19469.169922,111000000
2017-03-06,19409.179688,19411.539063,19340.320313,19379.140625,19379.140625,88000000
2017-03-07,19337.189453,19375.089844,19317.099609,19344.150391,19344.150391,98800000
2017-03-08,19308.529297,19326.400391,19198.779297,19254.029297,19254.029297,103200000
2017-03-09,19343.060547,19350.199219,19262.980469,19318.580078,19318.580078,101100000
2017-03-10,19444.710938,19623.720703,19427.810547,19604.609375,19604.609375,155300000
2017-03-13,19545.740234,19656.480469,19531.509766,19633.750000,19633.750000,92600000
2017-03-14,19634.289063,19637.550781,19599.619141,19609.500000,19609.500000,123300000
2017-03-15,19528.750000,19581.529297,19503.740234,19577.380859,19577.380859,115700000
2017-03-16,19458.699219,19618.990234,19454.169922,19590.140625,19590.140625,122500000
2017-03-17,19510.890625,19547.509766,19487.919922,19521.589844,19521.589844,137100000
2017-03-21,19416.550781,19485.140625,19337.220703,19455.880859,19455.880859,101700000
2017-03-22,19146.619141,19183.269531,19026.529297,19041.380859,19041.380859,136600000
2017-03-23,19048.839844,19105.109375,18973.750000,19085.310547,19085.310547,121000000
2017-03-24,19066.349609,19296.050781,19060.640625,19262.529297,19262.529297,127700000
2017-03-27,18985.589844,18985.589844,18985.589844,18985.589844,18985.589844,120800000
2017-03-28,19159.070313,19203.640625,19113.439453,19202.869141,19202.869141,122300000
2017-03-29,19216.779297,19251.300781,19164.609375,19217.480469,19217.480469,115100000
2017-03-30,19150.820313,19218.080078,19043.480469,19063.220703,19063.220703,124500000
2017-03-31,19170.419922,19210.919922,18909.259766,18909.259766,18909.259766,149200000
2017-04-03,18988.000000,19068.619141,18920.519531,18983.230469,18983.230469,134200000
2017-04-04,18933.820313,18947.330078,18703.630859,18810.250000,18810.250000,146900000
2017-04-05,18900.699219,18941.939453,18773.939453,18861.269531,18861.269531,121600000
2017-04-06,18754.369141,18797.439453,18532.650391,18597.060547,18597.060547,133600000
2017-04-07,18714.980469,18785.730469,18517.429688,18664.630859,18664.630859,161600000
2017-04-10,18800.220703,18850.800781,18762.699219,18797.880859,18797.880859,111300000
2017-04-11,18717.550781,18767.699219,18661.859375,18747.869141,18747.869141,105100000
2017-04-12,18592.099609,18602.500000,18460.589844,18552.609375,18552.609375,116300000
2017-04-13,18391.720703,18455.250000,18304.720703,18426.839844,18426.839844,123700000
2017-04-14,18531.910156,18531.910156,18285.730469,18335.630859,18335.630859,0
2017-04-17,18239.839844,18361.439453,18224.679688,18355.259766,18355.259766,0
2017-04-18,18497.380859,18547.460938,18362.730469,18418.589844,18418.589844,93300000
2017-04-19,18327.330078,18467.730469,18327.330078,18432.199219,18432.199219,120800000
2017-04-20,18446.390625,18523.400391,18420.820313,18430.490234,18430.490234,116900000
2017-04-21,18591.820313,18648.279297,18542.419922,18620.750000,18620.750000,113200000
2017-04-24,18890.380859,18910.330078,18840.130859,18875.880859,18875.880859,98100000
2017-04-25,18872.560547,19109.759766,18867.189453,19079.330078,19079.330078,118000000
2017-04-26,19184.919922,19289.429688,19170.859375,19289.429688,19289.429688,129400000
2017-04-27,19205.589844,19281.699219,19199.589844,19251.869141,19251.869141,116700000
2017-04-28,19240.650391,19264.570313,19164.679688,19196.740234,19196.740234,117800000
2017-05-01,19154.029297,19311.210938,19144.619141,19310.519531,19310.519531,106500000
2017-05-02,19335.720703,19464.300781,19335.019531,19445.699219,19445.699219,112700000
2017-05-08,19709.009766,19929.480469,19705.130859,19895.699219,19895.699219,148700000
2017-05-09,19915.640625,19917.449219,19838.710938,19843.000000,19843.000000,123500000
2017-05-10,19890.560547,19938.529297,19866.300781,19900.089844,19900.089844,129000000
2017-05-11,19943.949219,19989.939453,19906.349609,19961.550781,19961.550781,136400000
2017-05-12,19941.640625,19941.640625,19809.910156,19883.900391,19883.900391,136800000
2017-05-15,19753.460938,19869.849609,19740.630859,19869.849609,19869.849609,128300000
2017-05-16,19953.060547,19998.490234,19862.410156,19919.820313,19919.820313,131100000
2017-05-17,19806.779297,19842.779297,19764.630859,19814.880859,19814.880859,118100000
2017-05-18,19556.990234,19601.529297,19449.730469,19553.859375,19553.859375,135700000
2017-05-19,19591.410156,19628.640625,19497.289063,19590.759766,19590.759766,115600000
2017-05-22,19670.480469,19722.929688,19618.730469,19678.279297,19678.279297,78500000
2017-05-23,19647.740234,19693.019531,19585.539063,19613.279297,19613.279297,83400000
2017-05-24,19777.560547,19782.810547,19690.099609,19742.980469,19742.980469,101300000
2017-05-25,19737.210938,19850.929688,19720.119141,19813.130859,19813.130859,95100000
2017-05-26,19798.490234,19801.589844,19686.490234,19686.839844,19686.839844,84500000
2017-05-29,19697.179688,19736.619141,19627.189453,19682.570313,19682.570313,67300000
2017-05-30,19681.109375,19691.439453,19570.130859,19677.849609,19677.849609,72600000
2017-05-31,19630.330078,19673.509766,19589.250000,19650.570313,19650.570313,125100000
2017-06-01,19692.160156,19887.660156,19686.320313,19860.029297,19860.029297,103500000
2017-06-02,19970.230469,20239.810547,19967.000000,20177.279297,20177.279297,150400000
2017-06-05,20135.419922,20224.539063,20104.130859,20170.820313,20170.820313,99100000
2017-06-06,20122.259766,20152.949219,19948.019531,19979.900391,19979.900391,102000000
2017-06-07,19951.679688,20023.240234,19908.070313,19984.619141,19984.619141,99200000
2017-06-08,20048.279297,20061.220703,19896.349609,19909.259766,19909.259766,125300000
2017-06-09,19953.060547,20096.009766,19927.070313,20013.259766,20013.259766,145300000
2017-06-12,19920.769531,19949.070313,19837.640625,19908.580078,19908.580078,112100000
2017-06-13,19859.810547,19929.029297,19850.859375,19898.750000,19898.750000,97200000
2017-06-14,19974.560547,20009.929688,19879.599609,19883.519531,19883.519531,92900000
2017-06-15,19815.539063,19963.359375,19755.339844,19831.820313,19831.820313,107000000
2017-06-16,19931.150391,20015.160156,19884.800781,19943.259766,19943.259766,135300000
2017-06-19,19974.300781,20087.710938,19949.880859,20067.750000,20067.750000,79700000
2017-06-20,20234.119141,20318.109375,20227.289063,20230.410156,20230.410156,99300000
2017-06-21,20192.160156,20215.109375,20117.789063,20138.789063,20138.789063,94900000
2017-06-22,20154.380859,20191.419922,20107.890625,20110.509766,20110.509766,84600000
2017-06-23,20152.580078,20152.580078,20089.539063,20132.669922,20132.669922,80500000
2017-06-26,20132.810547,20196.380859,20119.039063,20153.349609,20153.349609,77000000
2017-06-27,20229.119141,20250.099609,20185.189453,20225.089844,20225.089844,90300000
2017-06-28,20149.199219,20224.300781,20110.490234,20130.410156,20130.410156,115500000
2017-06-29,20260.869141,20266.589844,20197.380859,20220.300781,20220.300781,118800000
2017-06-30,20025.630859,20044.009766,19946.509766,20033.429688,20033.429688,116600000
2017-07-03,20056.320313,20096.140625,20030.609375,20055.800781,20055.800781,83400000
2017-07-04,20192.269531,20197.160156,19971.529297,20032.349609,20032.349609,100300000
2017-07-05,20015.070313,20087.009766,19888.900391,20081.630859,20081.630859,94600000
2017-07-06,20061.679688,20078.880859,19947.630859,19994.060547,19994.060547,92700000
2017-07-07,19856.650391,19979.929688,19856.650391,19929.089844,19929.089844,91900000
2017-07-10,20070.439453,20127.759766,20023.029297,20080.980469,20080.980469,85700000
2017-07-11,20073.859375,20200.880859,20070.669922,20195.480469,20195.480469,77300000
2017-07-12,20137.220703,20153.039063,20061.160156,20098.380859,20098.380859,81400000
2017-07-13,20177.279297,20183.800781,20062.269531,20099.810547,20099.810547,90500000
2017-07-14,20157.919922,20163.669922,20101.710938,20118.859375,20118.859375,83100000
2017-07-17,null,null,null,null,null,null
2017-07-18,20074.410156,20081.289063,19943.140625,19999.910156,19999.910156,93400000
2017-07-19,19970.779297,20032.460938,19947.259766,20020.859375,20020.859375,81200000
2017-07-20,20046.900391,20157.109375,20032.230469,20144.589844,20144.589844,80800000
2017-07-21,20089.859375,20135.330078,20081.910156,20099.750000,20099.750000,78700000
2017-07-24,19973.669922,20002.539063,19901.880859,19975.669922,19975.669922,81300000
2017-07-25,19979.560547,20036.310547,19941.609375,19955.199219,19955.199219,70100000
2017-07-26,20098.140625,20116.000000,20016.580078,20050.160156,20050.160156,85500000
2017-07-27,20026.580078,20176.390625,20005.199219,20079.640625,20079.640625,89900000
2017-07-28,20048.460938,20056.160156,19926.599609,19959.839844,19959.839844,108500000
2017-07-31,19933.449219,19983.900391,19891.900391,19925.179688,19925.179688,140300000
2017-08-01,19907.080078,20000.460938,19904.720703,19985.789063,19985.789063,110100000
2017-08-02,20057.070313,20113.730469,20022.050781,20080.039063,20080.039063,95600000
2017-08-03,20066.000000,20070.160156,19985.400391,20029.259766,20029.259766,89300000
2017-08-04,19949.789063,19984.509766,19933.589844,19952.330078,19952.330078,76500000
2017-08-07,20059.289063,20085.900391,20037.400391,20055.890625,20055.890625,75300000
2017-08-08,20062.650391,20076.800781,19970.570313,19996.009766,19996.009766,80400000
2017-08-09,19928.960938,19945.279297,19660.220703,19738.710938,19738.710938,104400000
2017-08-10,19792.449219,19829.880859,19685.830078,19729.740234,19729.740234,104200000
2017-08-11,19792.449219,20318.109375,16111.809570,19729.740234,19729.740234,1042
2017-08-14,19545.580078,19598.410156,19486.480469,19537.099609,19537.099609,108300000
2017-08-15,19689.380859,19824.119141,19656.910156,19753.310547,19753.310547,90300000
2017-08-16,19750.550781,19776.859375,19719.080078,19729.279297,19729.279297,69400000
2017-08-17,19707.750000,19739.039063,19679.369141,19702.630859,19702.630859,71900000
2017-08-18,19471.269531,19543.130859,19433.089844,19470.410156,19470.410156,95700000
2017-08-21,19509.529297,19509.529297,19365.650391,19393.130859,19393.130859,75300000
2017-08-22,19373.109375,19437.250000,19361.949219,19383.839844,19383.839844,70500000
2017-08-23,19547.050781,19561.320313,19408.470703,19434.640625,19434.640625,78500000
2017-08-24,19366.359375,19428.550781,19351.919922,19353.769531,19353.769531,75400000
2017-08-25,19401.119141,19485.970703,19384.369141,19452.609375,19452.609375,70700000
2017-08-28,19502.230469,19535.500000,19420.500000,19449.900391,19449.900391,69500000
2017-08-29,19319.109375,19371.900391,19280.019531,19362.550781,19362.550781,75000000
2017-08-30,19480.980469,19538.230469,19435.099609,19506.539063,19506.539063,91800000
2017-08-31,19591.320313,19687.990234,19583.109375,19646.240234,19646.240234,97900000
2017-09-01,19733.570313,19735.960938,19620.070313,19691.470703,19691.470703,79400000
2017-09-04,19615.960938,19628.400391,19479.400391,19508.250000,19508.250000,71700000
2017-09-05,19533.380859,19542.779297,19354.589844,19385.810547,19385.810547,77600000
2017-09-06,19286.060547,19371.380859,19254.669922,19357.970703,19357.970703,88500000
2017-09-07,19433.439453,19482.720703,19365.750000,19396.519531,19396.519531,81900000
2017-09-08,19297.960938,19357.490234,19239.519531,19274.820313,19274.820313,106600000
2017-09-11,19441.390625,19567.029297,19437.140625,19545.769531,19545.769531,78700000
2017-09-12,19736.140625,19792.060547,19718.800781,19776.619141,19776.619141,89900000
2017-09-13,19873.689453,19888.839844,19845.019531,19865.820313,19865.820313,84500000
2017-09-14,19860.369141,19918.390625,19793.849609,19807.439453,19807.439453,93700000
2017-09-15,19793.800781,19933.400391,19787.650391,19909.500000,19909.500000,111900000
2017-09-18,null,null,null,null,null,null
2017-09-19,20128.179688,20320.779297,20122.000000,20299.380859,20299.380859,120900000
2017-09-20,20301.330078,20339.369141,20272.820313,20310.460938,20310.460938,100400000
2017-09-21,20456.500000,20481.269531,20332.689453,20347.480469,20347.480469,115900000
2017-09-22,20413.609375,20417.070313,20249.240234,20296.449219,20296.449219,95400000
2017-09-25,20439.429688,20454.289063,20367.029297,20397.580078,20397.580078,82800000
2017-09-26,20349.259766,20385.500000,20303.980469,20330.189453,20330.189453,95000000
2017-09-27,20269.820313,20278.089844,20213.660156,20267.050781,20267.050781,63600000
2017-09-28,20398.630859,20399.869141,20299.679688,20363.109375,20363.109375,84000000
2017-09-29,20315.339844,20370.330078,20285.060547,20356.279297,20356.279297,85100000
2017-10-02,20400.509766,20411.330078,20363.279297,20400.779297,20400.779297,67600000
2017-10-03,20475.250000,20628.380859,20438.169922,20614.070313,20614.070313,72800000
2017-10-04,20660.810547,20689.080078,20592.179688,20626.660156,20626.660156,73500000
2017-10-05,20650.710938,20667.470703,20602.259766,20628.560547,20628.560547,57300000
2017-10-06,20716.849609,20721.150391,20659.150391,20690.710938,20690.710938,75900000
2017-10-09,null,null,null,null,null,null
2017-10-10,20680.539063,20823.660156,20663.080078,20823.509766,20823.509766,78300000
2017-10-11,20803.710938,20898.410156,20788.119141,20881.269531,20881.269531,80200000
2017-10-12,20958.179688,20994.400391,20917.039063,20954.720703,20954.720703,80400000
2017-10-13,20959.660156,21211.289063,20933.000000,21155.179688,21155.179688,110500000
2017-10-16,21221.269531,21347.070313,21187.929688,21255.560547,21255.560547,102300000
2017-10-17,21352.169922,21393.960938,21230.669922,21336.119141,21336.119141,92400000
2017-10-18,21374.660156,21402.759766,21317.669922,21363.050781,21363.050781,72700000
2017-10-19,21450.039063,21503.849609,21381.519531,21448.519531,21448.519531,84600000
2017-10-20,21390.949219,21489.259766,21363.099609,21457.640625,21457.640625,85700000
2017-10-23,21709.300781,21723.599609,21614.509766,21696.650391,21696.650391,87400000
2017-10-24,21670.000000,21805.169922,21646.519531,21805.169922,21805.169922,88200000
2017-10-25,21900.130859,21921.359375,21648.349609,21707.619141,21707.619141,122000000
2017-10-26,21698.949219,21793.619141,21688.560547,21739.779297,21739.779297,82600000
2017-10-27,21903.269531,22016.500000,21815.720703,22008.449219,22008.449219,120400000
2017-10-30,22047.949219,22086.880859,21921.240234,22011.669922,22011.669922,135600000
2017-10-31,21897.289063,22020.380859,21840.070313,22011.609375,22011.609375,102400000
2017-11-01,22144.919922,22455.919922,22130.029297,22420.080078,22420.080078,112600000
2017-11-02,22512.179688,22540.250000,22400.009766,22539.119141,22539.119141,105700000
2017-11-03,22512.179688,22540.250000,22400.009766,22539.119141,22539.119141,0
2017-11-06,22612.960938,22644.679688,22435.339844,22548.349609,22548.349609,111900000
2017-11-07,22518.750000,22953.179688,22512.910156,22937.599609,22937.599609,107800000
2017-11-08,22849.910156,22922.800781,22759.070313,22913.820313,22913.820313,100200000
2017-11-09,22989.439453,23382.150391,22522.830078,22868.710938,22868.710938,160400000
2017-11-10,22580.699219,22724.390625,22511.929688,22681.419922,22681.419922,106600000
2017-11-13,22607.560547,22607.919922,22380.990234,22380.990234,22380.990234,80700000
2017-11-14,22342.929688,22532.300781,22323.240234,22380.009766,22380.009766,95900000
2017-11-15,22250.980469,22305.240234,22004.789063,22028.320313,22028.320313,120600000
2017-11-16,21975.230469,22392.130859,21972.339844,22351.119141,22351.119141,96600000
2017-11-17,22603.300781,22757.400391,22319.119141,22396.800781,22396.800781,113700000
2017-11-20,22279.980469,22410.240234,22215.070313,22261.759766,22261.759766,71700000
2017-11-21,22456.789063,22563.250000,22416.480469,22416.480469,22416.480469,76100000
2017-11-22,22601.550781,22677.339844,22513.439453,22523.150391,22523.150391,81100000
2017-11-23,null,null,null,null,null,null
2017-11-24,22390.140625,22567.199219,22381.009766,22550.849609,22550.849609,64800000
2017-11-27,22657.080078,22659.330078,22423.400391,22495.990234,22495.990234,66600000
2017-11-28,22474.740234,22580.990234,22363.939453,22486.240234,22486.240234,76800000
2017-11-29,22613.960938,22643.929688,22537.119141,22597.199219,22597.199219,90700000
2017-11-30,22601.830078,22748.320313,22502.679688,22724.960938,22724.960938,140700000
2017-12-01,22916.929688,22994.310547,22675.070313,22819.029297,22819.029297,89700000
2017-12-04,22843.529297,22864.330078,22693.990234,22707.160156,22707.160156,68900000
2017-12-05,22595.330078,22682.710938,22522.279297,22622.380859,22622.380859,75900000
2017-12-06,22525.380859,22528.210938,22119.210938,22177.039063,22177.039063,97300000
2017-12-07,22317.150391,22515.240234,22317.150391,22498.029297,22498.029297,79500000
2017-12-08,22627.949219,22819.710938,22625.410156,22811.080078,22811.080078,106900000
2017-12-11,22894.300781,22938.730469,22787.400391,22938.730469,22938.730469,69500000
2017-12-12,22936.410156,22994.330078,22834.890625,22866.169922,22866.169922,86100000
2017-12-13,22879.269531,22879.369141,22697.320313,22758.070313,22758.070313,91400000
2017-12-14,22699.300781,22786.609375,22638.759766,22694.449219,22694.449219,85100000
2017-12-15,22621.359375,22745.089844,22478.320313,22553.220703,22553.220703,99400000
2017-12-18,22770.439453,22927.500000,22735.199219,22901.769531,22901.769531,85200000
2017-12-19,22961.470703,22990.419922,22862.820313,22868.000000,22868.000000,70500000
2017-12-20,22834.929688,22923.500000,22806.730469,22891.720703,22891.720703,92400000
2017-12-21,22852.009766,22894.949219,22728.060547,22866.099609,22866.099609,73000000
2017-12-22,22850.730469,22908.839844,22801.160156,22902.759766,22902.759766,77800000
2017-12-25,22909.410156,22948.830078,22870.189453,22939.179688,22939.179688,0
